order number,date,meat,cheese,sides,toppings,sauce
10-101,2024-10-10,Pulled Pork,MIX,NA,"Jalapenos, Mushrooms, Broccoli",NA
10-100,2024-10-10,Bacon,MIX,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms",Garlic Parmesan
10-104,2024-10-10,"Pulled Pork, Bacon","Pepper Jack, Cheddar",NA,"Parmesan, Breadcrumbs","Hot Honey, Garlic Parmesan, BBQ"
10-103,2024-10-10,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs",NA
10-102,2024-10-10,Brisket,Alfredo,NA,"Jalapenos, Mushrooms",Garlic Parmesan
10-105,2024-10-10,"Brisket, Bacon",Cheddar,NA,Breadcrumbs,BBQ
10-106,2024-10-10,NA,Cheddar,Garlic Bread,Parmesan,NA
10-107,2024-10-10,NA,MIX,Cheesy Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms","Garlic Parmesan, Pesto, BBQ, Ranch"
10-109,2024-10-10,Grilled Chicken,Alfredo,NA,"Corn, Broccoli","Garlic Parmesan, Pesto"
10-110,2024-10-10,Bacon,MIX,NA,Breadcrumbs,Ranch
10-111,2024-10-10,Grilled Chicken,MIX,NA,"Parmesan, Breadcrumbs, Broccoli",NA
10-112,2024-10-10,NA,MIX,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Jalapenos, Onions, Breadcrumbs, Broccoli","Garlic Parmesan, Pesto"
10-114,2024-10-10,NA,MIX,NA,"Parmesan, Onions, Bell Peppers, Broccoli",Garlic Parmesan
10-113,2024-10-10,NA,MIX,Cheesecake,"Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms, Broccoli","Garlic Parmesan, Pesto, Ranch, Buffalo"
10-115,2024-10-10,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
10-120,2024-10-10,"Grilled Chicken, Bacon",Cheddar,Large Chocolate Chunk Cookie,"Corn, Onions",Garlic Parmesan
10-117,2024-10-10,"Brisket, Grilled Chicken","MIX, Cheddar",Cheesy Garlic Bread,"Tomatoes, Corn, Mushrooms, Parmesan","Garlic Parmesan, BBQ"
10-118,2024-10-10,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Pesto
10-116,2024-10-10,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs","Garlic Parmesan, BBQ"
10-123,2024-10-10,"Pulled Pork, Bacon",Cheddar,Garlic Bread,"Parmesan, Breadcrumbs","Hot Honey, Garlic Parmesan"
10-121,2024-10-10,Brisket,"Melted Cheddar, Cheddar",Cheesy Garlic Bread,Onions,BBQ
10-130,2024-10-10,Brisket,Cheddar,NA,"Tomatoes, Corn, Parmesan",BBQ
10-131,2024-10-10,Brisket,Cheddar,Garlic Bread,"Corn, Mushrooms",Garlic Parmesan
10-133,2024-10-10,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Corn, Onions, Breadcrumbs, Mushrooms, Broccoli",BBQ
10-134,2024-10-10,Brisket,Cheddar,NA,"Tomatoes, Breadcrumbs, Parmesan, Broccoli",Pesto
10-135,2024-10-10,Brisket,Cheddar,Cheesy Garlic Bread,"Tomatoes, Parmesan, Corn, Jalapenos, Onions, Mushrooms","Hot Honey, Ranch"
10-132,2024-10-10,"Brisket, Grilled Chicken","Alfredo Mac, Melted Cheddar",Cheesy Garlic Bread,"Corn, Mushrooms","Garlic Parmesan, Ranch"
10-138,2024-10-10,NA,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Corn, Onions, Parmesan",Garlic Parmesan
10-139,2024-10-10,NA,MIX,NA,"Tomatoes, Bell Peppers, Jalapenos, Onions, Breadcrumbs, Broccoli",Pesto
10-140,2024-10-10,Grilled Chicken,Alfredo,NA,"Corn, Broccoli",Pesto
10-142,2024-10-10,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Broccoli",Ranch
10-141,2024-10-10,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
10-143,2024-10-10,"Brisket, Bacon",Cheddar,NA,"Corn, Parmesan, Onions","Garlic Parmesan, BBQ"
10-148,2024-10-10,Bacon,Cheddar,NA,"Breadcrumbs, Mushrooms, Broccoli",Garlic Parmesan
10-149,2024-10-10,Pulled Pork,Cheddar,NA,"Parmesan, Onions","Garlic Parmesan, Buffalo"
10-150,2024-10-10,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Parmesan, Onions","Garlic Parmesan, Ranch, Buffalo"
10-151,2024-10-10,Brisket,Cheddar,Any Bag Of Chips,"Parmesan, Pineapple, Jalapenos, Breadcrumbs, Broccoli",Buffalo
11-2,2024-10-11,Brisket,Cheddar,NA,"Breadcrumbs, Corn, Mushrooms, Broccoli",BBQ
11-3,2024-10-11,Bacon,Cheddar,Cheesy Garlic Bread,Mushrooms,Ranch
11-4,2024-10-11,Pulled Pork,MIX,NA,"Breadcrumbs, Corn, Onions, Parmesan",BBQ
11-5,2024-10-11,Grilled Chicken,"Cheddar Mac, Melted Cheddar",Cheesy Garlic Bread,Parmesan,NA
11-6,2024-10-11,"Brisket, Bacon",Cheddar,"Cheesy Garlic Bread, Cheetos","Parmesan, Bell Peppers","Garlic Parmesan, BBQ"
11-7,2024-10-11,Grilled Chicken,Alfredo,NA,"Mushrooms, Broccoli",Buffalo
11-8,2024-10-11,Bacon,Alfredo,Cheesy Garlic Bread,Parmesan,NA
11-9,2024-10-11,Grilled Chicken,Pepper Jack,NA,Breadcrumbs,BBQ
11-10,2024-10-11,NA,Cheddar,NA,"Parmesan, Breadcrumbs",NA
11-11,2024-10-11,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Onions, Broccoli",Hot Honey
11-12,2024-10-11,"Grilled Chicken, Bacon",MIX,NA,"Breadcrumbs, Jalapenos, Onions, Bell Peppers",Pesto
11-13,2024-10-11,NA,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Mushrooms, Broccoli",Garlic Parmesan
11-14,2024-10-11,Grilled Chicken,Alfredo,NA,"Jalapenos, Breadcrumbs",Ranch
11-15,2024-10-11,Grilled Chicken,MIX,NA,"Tomatoes, Parmesan, Breadcrumbs, Onions, Mushrooms","Garlic Parmesan, BBQ, Ranch"
11-17,2024-10-11,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
11-19,2024-10-11,Brisket,Alfredo,NA,Broccoli,Pesto
11-20,2024-10-11,Grilled Chicken,MIX,NA,"Breadcrumbs, Corn, Mushrooms, Parmesan","Garlic Parmesan, Ranch"
11-16,2024-10-11,NA,"Pepper Jack, MIX, Cheddar",NA,"Tomatoes, Parmesan, Pineapple, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Broccoli","Garlic Parmesan, BBQ, Hot Honey, Pesto, Ranch"
11-18,2024-10-11,Grilled Chicken,MIX,Garlic Bread,"Parmesan, Breadcrumbs, Broccoli","Garlic Parmesan, Buffalo"
11-21,2024-10-11,"Ham, Brisket, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Breadcrumbs, Onions, Mushrooms",BBQ
11-25,2024-10-11,NA,Alfredo,Large Chocolate Chunk Cookie,"Parmesan, Broccoli",NA
11-24,2024-10-11,Bacon,Alfredo,NA,"Breadcrumbs, Mushrooms",NA
11-26,2024-10-11,Grilled Chicken,Cheddar,NA,Breadcrumbs,Buffalo
11-27,2024-10-11,"Brisket, Grilled Chicken",Pepper Jack,Garlic Bread,"Jalapenos, Onions, Bell Peppers","Hot Honey, BBQ"
11-28,2024-10-11,Brisket,Cheddar,NA,Bell Peppers,BBQ
11-29,2024-10-11,Brisket,MIX,NA,"Breadcrumbs, Mushrooms, Parmesan, Onions",Garlic Parmesan
11-30,2024-10-11,"Brisket, Grilled Chicken","Cheddar, MIX",NA,"Corn, Breadcrumbs, Parmesan, Broccoli","Garlic Parmesan, Buffalo"
11-31,2024-10-11,NA,Cheddar,NA,"Tomatoes, Parmesan, Corn, Jalapenos, Breadcrumbs, Mushrooms, Broccoli",BBQ
11-32,2024-10-11,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",BBQ
11-33,2024-10-11,Grilled Chicken,MIX,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
11-34,2024-10-11,"Brisket, Grilled Chicken","MIX, Melted Pepper Jack, Cheddar",NA,"Jalapenos, Parmesan",NA
11-35,2024-10-11,"Brisket, Bacon",MIX,NA,"Parmesan, Pineapple, Broccoli",Pesto
11-36,2024-10-11,NA,MIX,NA,"Tomatoes, Parmesan, Bell Peppers, Corn, Onions, Breadcrumbs, Mushrooms, Broccoli",Ranch
11-37,2024-10-11,NA,NA,Any Bag Of Chips,NA,NA
11-39,2024-10-11,"Brisket, Grilled Chicken","Alfredo, Cheddar",NA,Broccoli,"Garlic Parmesan, BBQ"
11-42,2024-10-11,NA,Pepper Jack,Cheesy Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Jalapenos, Onions, Breadcrumbs, Broccoli",Garlic Parmesan
11-41,2024-10-11,NA,Cheddar,NA,"Tomatoes, Corn, Mushrooms, Broccoli",NA
11-43,2024-10-11,Brisket,Cheddar,NA,"Tomatoes, Onions, Bell Peppers",NA
11-46,2024-10-11,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
11-45,2024-10-11,"Grilled Chicken, Bacon",Alfredo,Cheesy Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Mushrooms, Broccoli",Garlic Parmesan
11-48,2024-10-11,NA,MIX,NA,"Parmesan, Breadcrumbs","Garlic Parmesan, BBQ"
11-49,2024-10-11,NA,MIX,NA,"Bell Peppers, Corn, Breadcrumbs, Onions, Broccoli","Garlic Parmesan, Pesto"
11-47,2024-10-11,Grilled Chicken,MIX,Large Chocolate Chunk Cookie,Pineapple,"Hot Honey, Pesto"
11-50,2024-10-11,"Ham, Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Parmesan, Corn, Breadcrumbs, Onions, Mushrooms",Garlic Parmesan
11-51,2024-10-11,NA,"Cheddar Mac, Melted Pepper Jack",NA,"Tomatoes, Pineapple, Parmesan, Bell Peppers, Jalapenos, Breadcrumbs",Garlic Parmesan
11-54,2024-10-11,Grilled Chicken,Cheddar,NA,NA,NA
11-57,2024-10-11,"Brisket, Grilled Chicken",Pepper Jack,Garlic Bread,"Bell Peppers, Corn, Jalapenos, Onions, Mushrooms, Broccoli","Garlic Parmesan, Pesto"
11-55,2024-10-11,"Brisket, Bacon",Cheddar,NA,"Jalapenos, Corn, Onions","Hot Honey, BBQ, Ranch"
11-56,2024-10-11,"Pulled Pork, Bacon",Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
11-58,2024-10-11,Bacon,Cheddar,NA,"Mushrooms, Tomatoes, Onions",Ranch
11-59,2024-10-11,Grilled Chicken,Cheddar,Cheesecake,"Jalapenos, Corn, Parmesan, Bell Peppers",Garlic Parmesan
11-60,2024-10-11,NA,Cheddar,"Large Chocolate Chunk Cookie, Garlic Bread, Cheesecake","Parmesan, Breadcrumbs",Garlic Parmesan
11-62,2024-10-11,Ham,Cheddar,Cheesecake,NA,NA
11-61,2024-10-11,"Brisket, Bacon",MIX,NA,"Parmesan, Corn, Breadcrumbs, Onions, Broccoli","Garlic Parmesan, BBQ, Ranch"
11-63,2024-10-11,Brisket,Pepper Jack,Doritos,Parmesan,Buffalo
11-64,2024-10-11,Pulled Pork,Cheddar,NA,"Tomatoes, Parmesan, Broccoli",Garlic Parmesan
11-65,2024-10-11,Brisket,MIX,Cheesy Garlic Bread,"Parmesan, Corn, Onions, Breadcrumbs, Mushrooms, Broccoli",Buffalo
11-66,2024-10-11,Grilled Chicken,Melted Cheddar,Any Bag Of Chips,"Tomatoes, Mushrooms",Pesto
11-67,2024-10-11,Brisket,Cheddar,Any Bag Of Chips,"Breadcrumbs, Parmesan, Onions",Garlic Parmesan
11-69,2024-10-11,NA,Alfredo,NA,Corn,Ranch
11-70,2024-10-11,NA,Cheddar,NA,"Breadcrumbs, Corn, Mushrooms, Parmesan",NA
11-71,2024-10-11,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,Parmesan,Buffalo
11-73,2024-10-11,Brisket,"Pepper Jack Mac, Melted Pepper Jack",NA,"Parmesan, Breadcrumbs","Ranch, Buffalo"
11-72,2024-10-11,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Jalapenos, Mushrooms","Ranch, Buffalo"
11-74,2024-10-11,Brisket,Pepper Jack,NA,"Corn, Onions, Bell Peppers, Pineapple","Hot Honey, Ranch"
11-75,2024-10-11,Brisket,Cheddar,NA,NA,BBQ
11-76,2024-10-11,Grilled Chicken,Pepper Jack,NA,"Tomatoes, Parmesan, Bell Peppers, Corn, Onions, Breadcrumbs, Broccoli",BBQ
11-77,2024-10-11,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
11-78,2024-10-11,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs",Garlic Parmesan
11-79,2024-10-11,Pulled Pork,"Melted Pepper Jack, Cheddar",NA,"Parmesan, Breadcrumbs",BBQ
11-85,2024-10-11,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",BBQ
11-84,2024-10-11,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan, Mushrooms",Buffalo
11-83,2024-10-11,Grilled Chicken,Cheddar,NA,"Jalapenos, Onions, Bell Peppers",Hot Honey
11-86,2024-10-11,Grilled Chicken,Alfredo,Cheesecake,"Breadcrumbs, Parmesan, Mushrooms",BBQ
11-87,2024-10-11,Grilled Chicken,Pepper Jack,NA,"Tomatoes, Mushrooms, Parmesan, Bell Peppers","Garlic Parmesan, Pesto"
11-88,2024-10-11,NA,Alfredo,NA,"Parmesan, Broccoli",Garlic Parmesan
11-89,2024-10-11,NA,Cheddar,NA,"Tomatoes, Bell Peppers",NA
11-93,2024-10-11,Bacon,Cheddar,Garlic Bread,NA,Buffalo
11-92,2024-10-11,NA,Cheddar,Cheesy Garlic Bread,NA,NA
11-91,2024-10-11,Grilled Chicken,Alfredo,Cheesy Garlic Bread,Parmesan,NA
11-90,2024-10-11,NA,MIX,NA,"Parmesan, Pineapple, Bell Peppers, Onions, Broccoli",Garlic Parmesan
11-95,2024-10-11,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs",Ranch
11-96,2024-10-11,Bacon,Cheddar,Garlic Bread,Parmesan,NA
11-102,2024-10-11,Grilled Chicken,Alfredo,NA,"Corn, Breadcrumbs, Parmesan","Hot Honey, Garlic Parmesan, Ranch"
11-101,2024-10-11,NA,Pepper Jack,NA,"Parmesan, Bell Peppers, Corn, Onions, Mushrooms, Broccoli","Garlic Parmesan, Ranch"
11-100,2024-10-11,Grilled Chicken,Cheddar,NA,"Parmesan, Mushrooms, Pineapple, Broccoli",NA
11-98,2024-10-11,"Brisket, Grilled Chicken","Pepper Jack, Cheddar",Cheesy Garlic Bread,Broccoli,Ranch
11-104,2024-10-11,"Ham, Bacon","Cheddar Mac, Melted Cheddar, Cheddar",Cheesy Garlic Bread,Breadcrumbs,NA
11-103,2024-10-11,Brisket,Cheddar,NA,Breadcrumbs,BBQ
11-105,2024-10-11,Grilled Chicken,Cheddar,NA,Parmesan,NA
11-106,2024-10-11,Brisket,MIX,NA,Breadcrumbs,Hot Honey
11-107,2024-10-11,Brisket,Pepper Jack,NA,Bell Peppers,Garlic Parmesan
11-110,2024-10-11,NA,MIX,NA,"Pineapple, Bell Peppers, Corn, Onions, Mushrooms","Hot Honey, Garlic Parmesan, Pesto"
11-112,2024-10-11,Brisket,MIX,NA,NA,Ranch
11-108,2024-10-11,Brisket,MIX,NA,"Parmesan, Onions","BBQ, Ranch"
11-109,2024-10-11,Grilled Chicken,MIX,Cheesy Garlic Bread,"Mushrooms, Parmesan, Onions, Bell Peppers","Garlic Parmesan, Pesto"
11-111,2024-10-11,"Brisket, Grilled Chicken, Bacon",MIX,Cheesy Garlic Bread,"Corn, Tomatoes, Breadcrumbs, Parmesan","BBQ, Buffalo, Ranch"
11-113,2024-10-11,"Pulled Pork, Brisket",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
11-115,2024-10-11,Brisket,Cheddar,Cheesy Garlic Bread,"Corn, Pineapple, Parmesan",Hot Honey
11-117,2024-10-11,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",NA
11-118,2024-10-11,NA,Cheddar,NA,NA,NA
11-114,2024-10-11,"Brisket, Bacon",Cheddar,NA,NA,Garlic Parmesan
11-119,2024-10-11,Brisket,Alfredo,NA,NA,NA
11-120,2024-10-11,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
11-121,2024-10-11,Grilled Chicken,"Cheddar Mac, Melted Pepper Jack",Cheesy Garlic Bread,"Corn, Breadcrumbs, Parmesan, Broccoli","Ranch, Buffalo"
11-124,2024-10-11,"Pulled Pork, Grilled Chicken, Bacon","Pepper Jack, Alfredo",Cheesecake,"Jalapenos, Parmesan, Breadcrumbs","BBQ, Buffalo, Ranch"
11-122,2024-10-11,NA,MIX,NA,Breadcrumbs,Pesto
11-123,2024-10-11,Bacon,Melted Pepper Jack,NA,"Jalapenos, Bell Peppers",Buffalo
11-125,2024-10-11,"Grilled Chicken, Bacon","Alfredo, Alfredo Mac, Melted Cheddar","Cheesy Garlic Bread, Any Bag Of Chips",Parmesan,Garlic Parmesan
11-126,2024-10-11,Bacon,Pepper Jack,NA,"Tomatoes, Corn, Onions, Pineapple","Hot Honey, BBQ"
11-129,2024-10-11,Brisket,Pepper Jack,Garlic Bread,"Jalapenos, Corn",BBQ
11-127,2024-10-11,Ham,MIX,Cheesy Garlic Bread,"Corn, Parmesan",NA
11-128,2024-10-11,Brisket,"Alfredo, MIX",NA,"Corn, Parmesan",NA
11-130,2024-10-11,Bacon,Pepper Jack,NA,Parmesan,NA
11-132,2024-10-11,Grilled Chicken,MIX,NA,"Jalapenos, Parmesan, Mushrooms",Ranch
11-131,2024-10-11,Grilled Chicken,Alfredo,NA,"Tomatoes, Mushrooms","BBQ, Buffalo"
11-135,2024-10-11,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs","BBQ, Ranch"
11-136,2024-10-11,"Ham, Bacon",Cheddar,NA,Corn,BBQ
11-133,2024-10-11,Grilled Chicken,MIX,NA,"Parmesan, Corn, Jalapenos, Breadcrumbs, Mushrooms",Garlic Parmesan
11-137,2024-10-11,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
11-138,2024-10-11,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Parmesan, Onions","Garlic Parmesan, Ranch"
11-139,2024-10-11,Grilled Chicken,MIX,Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms, Broccoli","Hot Honey, Garlic Parmesan, Ranch"
11-140,2024-10-11,Grilled Chicken,MIX,Cheesy Garlic Bread,"Tomatoes, Parmesan, Corn, Jalapenos, Onions, Breadcrumbs, Broccoli",Garlic Parmesan
11-145,2024-10-11,Grilled Chicken,MIX,NA,Mushrooms,BBQ
11-144,2024-10-11,"Grilled Chicken, Bacon",Melted Pepper Jack,Large Chocolate Chunk Cookie,"Tomatoes, Onions",Garlic Parmesan
11-141,2024-10-11,Grilled Chicken,"Alfredo Mac, Melted Parmesan",NA,"Tomatoes, Jalapenos, Breadcrumbs, Onions, Mushrooms",Pesto
11-142,2024-10-11,NA,Melted Parmesan,Cheesy Garlic Bread,"Parmesan, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms","Pesto, BBQ, Buffalo"
12-4,2024-10-12,Brisket,Alfredo,NA,"Tomatoes, Corn, Onions",NA
12-5,2024-10-12,NA,Melted Parmesan,NA,NA,Buffalo
12-6,2024-10-12,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Corn, Parmesan",BBQ
12-7,2024-10-12,Brisket,Alfredo,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Mushrooms",Garlic Parmesan
12-8,2024-10-12,"Pulled Pork, Bacon, Grilled Chicken","Cheddar, Pepper Jack Mac, Pepper Jack, Melted Cheddar, MIX","Cheesy Garlic Bread, Garlic Bread","Parmesan, Bell Peppers, Corn, Onions, Breadcrumbs, Broccoli","Garlic Parmesan, BBQ"
12-11,2024-10-12,Brisket,Cheddar,NA,"Tomatoes, Parmesan, Breadcrumbs, Mushrooms, Broccoli",Ranch
12-12,2024-10-12,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Pesto
12-13,2024-10-12,Ham,Cheddar,Cheesy Garlic Bread,Tomatoes,NA
12-9,2024-10-12,Bacon,Alfredo,NA,"Jalapenos, Parmesan, Breadcrumbs",Hot Honey
12-10,2024-10-12,Brisket,MIX,Garlic Bread,"Breadcrumbs, Parmesan, Mushrooms",Buffalo
12-15,2024-10-12,NA,NA,Garlic Bread,NA,NA
12-17,2024-10-12,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",NA
12-18,2024-10-12,Brisket,Cheddar,NA,Breadcrumbs,Ranch
12-19,2024-10-12,NA,Melted Cheddar,Garlic Bread,NA,NA
12-16,2024-10-12,Bacon,MIX,NA,"Corn, Parmesan, Breadcrumbs","Hot Honey, Ranch"
12-22,2024-10-12,Grilled Chicken,"Pepper Jack, Alfredo",NA,"Corn, Parmesan, Breadcrumbs","Garlic Parmesan, Pesto, BBQ"
12-21,2024-10-12,"Ham, Grilled Chicken",Cheddar,NA,"Tomatoes, Parmesan",Ranch
12-25,2024-10-12,Brisket,"Alfredo Mac, Melted Parmesan",NA,Breadcrumbs,BBQ
12-23,2024-10-12,"Brisket, Grilled Chicken, Bacon","Alfredo, Cheddar","Cheesy Garlic Bread, Any Bag Of Chips","Parmesan, Onions","Garlic Parmesan, Ranch"
12-26,2024-10-12,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,NA,"Ranch, Buffalo, BBQ"
12-27,2024-10-12,"Brisket, Grilled Chicken",Cheddar,NA,Breadcrumbs,"Garlic Parmesan, Buffalo"
12-28,2024-10-12,NA,MIX,NA,"Parmesan, Breadcrumbs",Ranch
12-31,2024-10-12,Brisket,MIX,NA,NA,"Garlic Parmesan, Buffalo"
12-30,2024-10-12,Grilled Chicken,Alfredo,NA,"Corn, Onions",Hot Honey
12-32,2024-10-12,"Pulled Pork, Bacon",MIX,NA,"Parmesan, Breadcrumbs","Hot Honey, BBQ"
12-33,2024-10-12,Grilled Chicken,"Cheddar Mac, Melted Cheddar, Cheddar",NA,Breadcrumbs,NA
12-35,2024-10-12,"Pulled Pork, Bacon, Grilled Chicken","Pepper Jack, Alfredo, Cheddar",NA,"Breadcrumbs, Jalapenos, Parmesan, Onions","Garlic Parmesan, Pesto, Ranch"
12-34,2024-10-12,"Brisket, Grilled Chicken, Bacon","Alfredo, MIX, Cheddar",NA,"Parmesan, Tomatoes, Bell Peppers, Breadcrumbs, Onions, Broccoli","Garlic Parmesan, Pesto"
12-37,2024-10-12,Brisket,Pepper Jack,Cheesy Garlic Bread,"Corn, Onions, Bell Peppers, Broccoli","Ranch, Buffalo"
12-36,2024-10-12,"Grilled Chicken, Bacon",MIX,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Parmesan, Onions","Garlic Parmesan, Ranch"
12-38,2024-10-12,Brisket,"Alfredo Mac, Melted Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Onions",Ranch
12-40,2024-10-12,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
12-39,2024-10-12,"Ham, Bacon",MIX,Cheesy Garlic Bread,"Breadcrumbs, Corn, Onions, Parmesan","Garlic Parmesan, Ranch"
12-41,2024-10-12,"Grilled Chicken, Bacon",Cheddar,NA,"Tomatoes, Parmesan, Bell Peppers, Jalapenos, Broccoli","Hot Honey, Buffalo"
12-42,2024-10-12,Grilled Chicken,"MIX, Cheddar",Cheesy Garlic Bread,"Parmesan, Tomatoes, Jalapenos, Breadcrumbs, Onions, Mushrooms, Broccoli","Hot Honey, Garlic Parmesan"
12-43,2024-10-12,Grilled Chicken,Pepper Jack,NA,"Parmesan, Pineapple, Bell Peppers, Corn, Jalapenos, Breadcrumbs, Mushrooms, Broccoli","Hot Honey, Ranch, Buffalo"
12-45,2024-10-12,NA,MIX,NA,"Parmesan, Bell Peppers, Jalapenos, Onions, Breadcrumbs, Mushrooms","Hot Honey, Garlic Parmesan, BBQ, Buffalo"
12-46,2024-10-12,"Ham, Bacon","Cheddar Mac, Melted Cheddar, Cheddar",Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
12-48,2024-10-12,Brisket,Alfredo,Any Bag Of Chips,"Parmesan, Corn, Jalapenos, Onions, Broccoli",Buffalo
12-47,2024-10-12,Bacon,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions, Broccoli",Garlic Parmesan
12-50,2024-10-12,"Grilled Chicken, Bacon",Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
12-49,2024-10-12,NA,Cheddar,NA,"Jalapenos, Breadcrumbs, Broccoli",Ranch
12-51,2024-10-12,NA,MIX,NA,"Corn, Parmesan, Bell Peppers","Hot Honey, Garlic Parmesan"
12-54,2024-10-12,NA,Cheddar,NA,NA,NA
12-53,2024-10-12,NA,Melted Cheddar,NA,Parmesan,Garlic Parmesan
12-56,2024-10-12,NA,Cheddar,NA,"Jalapenos, Tomatoes, Breadcrumbs, Parmesan",Garlic Parmesan
12-59,2024-10-12,Grilled Chicken,Pepper Jack,NA,"Parmesan, Corn, Breadcrumbs, Onions, Mushrooms",Garlic Parmesan
12-62,2024-10-12,Bacon,Cheddar,NA,NA,NA
12-60,2024-10-12,Bacon,Cheddar,NA,"Breadcrumbs, Bell Peppers, Broccoli",Ranch
12-61,2024-10-12,"Brisket, Bacon",MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
12-66,2024-10-12,NA,Pepper Jack,NA,"Jalapenos, Parmesan, Breadcrumbs",Garlic Parmesan
12-67,2024-10-12,Grilled Chicken,Pepper Jack,NA,"Tomatoes, Pineapple, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms, Broccoli",Hot Honey
12-65,2024-10-12,Brisket,"Pepper Jack, Alfredo Mac, Melted Cheddar",NA,"Bell Peppers, Jalapenos, Breadcrumbs, Onions, Mushrooms",BBQ
12-63,2024-10-12,"Grilled Chicken, Bacon",MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Mushrooms",Garlic Parmesan
12-64,2024-10-12,Brisket,Alfredo,Cheesecake,"Tomatoes, Parmesan, Jalapenos, Breadcrumbs, Mushrooms",Pesto
12-68,2024-10-12,NA,"Cheddar Mac, Alfredo Mac, Melted Cheddar",NA,"Jalapenos, Corn, Breadcrumbs, Parmesan","Garlic Parmesan, BBQ, Buffalo"
12-73,2024-10-12,NA,Cheddar,NA,"Tomatoes, Bell Peppers, Corn, Onions, Mushrooms",Garlic Parmesan
12-71,2024-10-12,Brisket,Cheddar,NA,"Parmesan, Corn, Breadcrumbs, Mushrooms, Broccoli","BBQ, Ranch"
12-72,2024-10-12,Brisket,MIX,NA,"Parmesan, Bell Peppers, Breadcrumbs, Onions, Broccoli","Garlic Parmesan, Pesto, BBQ"
