order number,date,meat,cheese,sides,toppings,sauce
14-17,2024-08-14,Pulled Pork,Cheddar,Cheesy Garlic Bread,NA,"Buffalo, Ranch"
14-18,2024-08-14,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",NA
14-19,2024-08-14,"Pulled Pork, Brisket, Bacon",MIX,"Any Bag Of Chips, Cheesy Garlic Bread","Mushrooms, Onions, Parmesan",Garlic Parmesan
14-21,2024-08-14,"Brisket, Bacon","Pepper Jack, Cheddar",Cheesy Garlic Bread,Breadcrumbs,BBQ
14-22,2024-08-14,Brisket,"Melted Pepper Jack, Cheddar Mac",NA,NA,BBQ
14-23,2024-08-14,NA,NA,Cheesecake,NA,NA
14-24,2024-08-14,"Brisket, Bacon","MIX, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Parmesan","Buffalo, Ranch"
14-26,2024-08-14,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Onions, Pineapple, Breadcrumbs, Broccoli, Corn, Mushrooms",Garlic Parmesan
14-27,2024-08-14,Brisket,Cheddar,NA,"Breadcrumbs, Jalapenos, Corn, Parmesan","Ranch, Hot Honey"
14-28,2024-08-14,Pulled Pork,Alfredo,Cheesy Garlic Bread,"Mushrooms, Tomatoes, Corn, Onions",Pesto
14-29,2024-08-14,Bacon,Pepper Jack,NA,Jalapenos,"Buffalo, Hot Honey, BBQ"
14-31,2024-08-14,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Broccoli, Corn, Parmesan","Ranch, Garlic Parmesan"
14-33,2024-08-14,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Tomatoes, Mushrooms, Breadcrumbs, Corn, Parmesan",Ranch
14-34,2024-08-14,Bacon,"Alfredo Mac, Melted Cheddar",NA,Parmesan,Ranch
14-35,2024-08-14,Grilled Chicken,Cheddar,Cheesy Garlic Bread,NA,NA
14-37,2024-08-14,Brisket,"Pepper Jack, Cheddar",NA,"Parmesan, Jalapenos, Breadcrumbs, Corn, Bell Peppers, Onions",BBQ
14-38,2024-08-14,Brisket,Cheddar,NA,"Mushrooms, Tomatoes, Broccoli, Onions","Ranch, BBQ"
14-39,2024-08-14,"Grilled Chicken, Brisket","Alfredo, Cheddar",NA,"Breadcrumbs, Jalapenos, Parmesan",Hot Honey
14-41,2024-08-14,"Grilled Chicken, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs, Broccoli, Mushrooms","Buffalo, BBQ"
14-42,2024-08-14,Ham,Alfredo,NA,"Broccoli, Parmesan",NA
14-43,2024-08-14,Pulled Pork,Cheddar,NA,"Parmesan, Jalapenos, Onions, Breadcrumbs, Mushrooms",BBQ
14-44,2024-08-14,Brisket,Cheddar,NA,"Mushrooms, Bell Peppers, Tomatoes, Onions","BBQ, Pesto"
14-45,2024-08-14,Brisket,"Cheddar Mac, Melted Parmesan",NA,Parmesan,Pesto
14-46,2024-08-14,"Grilled Chicken, Brisket","Cheddar Mac, Melted Cheddar, Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Onions","Garlic Parmesan, Pesto"
14-47,2024-08-14,"Grilled Chicken, Brisket","Alfredo, Pepper Jack",Cheesy Garlic Bread,"Mushrooms, Jalapenos, Tomatoes, Parmesan","Buffalo, Hot Honey, BBQ"
14-48,2024-08-14,"Grilled Chicken, Brisket",Cheddar,Cheesecake,"Tomatoes, Jalapenos, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions","Buffalo, Garlic Parmesan"
14-49,2024-08-14,Bacon,"Pepper Jack, Cheddar",NA,"Breadcrumbs, Broccoli, Corn, Parmesan",Pesto
14-50,2024-08-14,Pulled Pork,Cheddar,NA,NA,"Ranch, BBQ"
14-51,2024-08-14,NA,Cheddar,NA,Breadcrumbs,NA
14-52,2024-08-14,Brisket,Cheddar,NA,Parmesan,Hot Honey
14-53,2024-08-14,NA,Melted Cheddar,Side Mac,Tomatoes,NA
14-54,2024-08-14,NA,"Classic Mac (Cheddar, Breadcrumbs, Garlic Parmesan)",NA,NA,NA
14-55,2024-08-14,Grilled Chicken,"Pepper Jack, MIX, Cheddar",NA,"Parmesan, Jalapenos, Pineapple, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions","Ranch, Garlic Parmesan, Hot Honey, BBQ"
14-57,2024-08-14,"Grilled Chicken, Bacon","Melted Cheddar, Cheddar",Cheesy Garlic Bread,Corn,Buffalo
14-59,2024-08-14,Pulled Pork,"Melted Pepper Jack, Cheddar",Garlic Bread,Broccoli,"Garlic Parmesan, Hot Honey"
14-56,2024-08-14,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Onions, Parmesan","Garlic Parmesan, BBQ"
14-60,2024-08-14,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Parmesan",Garlic Parmesan
14-61,2024-08-14,"Brisket, Bacon",Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",NA
14-62,2024-08-14,Brisket,MIX,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Corn",BBQ
14-63,2024-08-14,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
14-64,2024-08-14,Brisket,MIX,NA,"Breadcrumbs, Jalapenos",BBQ
14-65,2024-08-14,Brisket,MIX,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
14-66,2024-08-14,"Pulled Pork, Brisket","MIX, Cheddar",Cheesy Garlic Bread,Broccoli,NA
14-67,2024-08-14,Bacon,Cheddar,NA,"Broccoli, Corn, Onions",BBQ
14-68,2024-08-14,Pulled Pork,Melted Pepper Jack,NA,NA,BBQ
14-70,2024-08-14,"Grilled Chicken, Bacon",Pepper Jack,NA,"Onions, Jalapenos, Breadcrumbs, Bell Peppers, Parmesan",Hot Honey
14-71,2024-08-14,"Brisket, Ham",Alfredo,NA,"Parmesan, Breadcrumbs, Onions",Pesto
14-72,2024-08-14,Ham,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
14-74,2024-08-14,Brisket,MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Onions",NA
14-75,2024-08-14,Grilled Chicken,"Alfredo, Pepper Jack",Cheesy Garlic Bread,"Jalapenos, Breadcrumbs, Onions, Parmesan","Buffalo, Ranch"
14-76,2024-08-14,NA,"Cheddar Mac, Melted Cheddar",NA,NA,BBQ
15-1,2024-08-15,"Brisket, Ham, Bacon","MIX, Cheddar",NA,NA,NA
15-3,2024-08-15,Brisket,"Melted Pepper Jack, Cheddar, Pepper Jack Mac",NA,"Jalapenos, Mushrooms, Breadcrumbs, Corn, Parmesan",BBQ
15-2,2024-08-15,"Brisket, Bacon",Cheddar,NA,"Breadcrumbs, Parmesan",NA
15-4,2024-08-15,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Bell Peppers, Broccoli, Corn",Hot Honey
15-5,2024-08-15,Grilled Chicken,Alfredo,NA,"Broccoli, Mushrooms",Buffalo
15-6,2024-08-15,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs, Broccoli, Corn, Bell Peppers, Mushrooms",BBQ
15-7,2024-08-15,Brisket,Cheddar,NA,"Parmesan, Broccoli, Onions",Garlic Parmesan
15-8,2024-08-15,"Brisket, Bacon",MIX,Cheesecake,"Tomatoes, Jalapenos, Mushrooms, Broccoli, Parmesan","Buffalo, Hot Honey"
15-9,2024-08-15,Ham,Melted Pepper Jack,NA,"Jalapenos, Onions",Hot Honey
15-10,2024-08-15,"Grilled Chicken, Pulled Pork","Alfredo, Pepper Jack",NA,"Jalapenos, Pineapple, Mushrooms, Breadcrumbs, Broccoli, Bell Peppers, Parmesan","Garlic Parmesan, Pesto"
15-11,2024-08-15,NA,Alfredo,NA,"Breadcrumbs, Tomatoes, Broccoli, Corn",NA
15-13,2024-08-15,Ham,Cheddar,NA,"Tomatoes, Pineapple","Ranch, Garlic Parmesan"
15-15,2024-08-15,"Brisket, Ham",Cheddar,NA,"Parmesan, Breadcrumbs, Onions",Pesto
15-14,2024-08-15,"Pulled Pork, Bacon",Cheddar,NA,"Tomatoes, Mushrooms, Breadcrumbs, Bell Peppers, Parmesan","Ranch, BBQ"
15-17,2024-08-15,Ham,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Ranch
15-16,2024-08-15,Brisket,MIX,NA,NA,BBQ
15-18,2024-08-15,"Brisket, Bacon","MIX, Melted Cheddar, Cheddar",NA,"Tomatoes, Parmesan, Breadcrumbs, Bell Peppers, Onions","Garlic Parmesan, Pesto"
15-19,2024-08-15,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Tomatoes, Onions",Garlic Parmesan
15-20,2024-08-15,Grilled Chicken,MIX,NA,"Breadcrumbs, Parmesan",Pesto
15-21,2024-08-15,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",NA
15-23,2024-08-15,Pulled Pork,"Cheddar Mac, Melted Cheddar",NA,NA,BBQ
15-25,2024-08-15,Brisket,Cheddar,NA,"Breadcrumbs, Onions",BBQ
15-24,2024-08-15,Brisket,Cheddar,NA,NA,BBQ
15-26,2024-08-15,Ham,Cheddar,Garlic Bread,"Breadcrumbs, Tomatoes, Parmesan",NA
15-27,2024-08-15,Brisket,Melted Pepper Jack,NA,Jalapenos,BBQ
15-28,2024-08-15,Grilled Chicken,Cheddar,Cheesy Garlic Bread,NA,NA
15-30,2024-08-15,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Garlic Parmesan
15-29,2024-08-15,"Grilled Chicken, Bacon","Alfredo, Cheddar","Garlic Bread, Cheesy Garlic Bread","Parmesan, Breadcrumbs, Onions",NA
15-31,2024-08-15,Brisket,"MIX, Cheddar",NA,"Pineapple, Broccoli, Corn","Ranch, BBQ, Pesto"
15-32,2024-08-15,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",NA
15-33,2024-08-15,"Grilled Chicken, Brisket, Bacon","Alfredo, Cheddar",NA,"Tomatoes, Onions, Breadcrumbs, Bell Peppers, Parmesan","Garlic Parmesan, Pesto"
15-22,2024-08-15,"Ham, Bacon",Cheddar,"Garlic Bread, Any Bag Of Chips","Parmesan, Jalapenos, Broccoli, Onions",Ranch
15-35,2024-08-15,"Brisket, Ham, Bacon",Cheddar,NA,"Breadcrumbs, Broccoli, Parmesan","Buffalo, BBQ"
15-36,2024-08-15,Brisket,Cheddar,NA,Corn,BBQ
15-34,2024-08-15,NA,MIX,NA,"Tomatoes, Jalapenos, Pineapple, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions","BBQ, Buffalo, Hot Honey, Pesto, Garlic Parmesan"
15-38,2024-08-15,"Pulled Pork, Brisket, Bacon",Cheddar,"Garlic Bread, Cheesy Garlic Bread","Tomatoes, Parmesan, Jalapenos, Corn, Bell Peppers, Onions","Buffalo, BBQ"
15-39,2024-08-15,"Grilled Chicken, Brisket","Alfredo, Cheddar Mac, Melted Cheddar, Cheddar",Garlic Bread,"Mushrooms, Breadcrumbs, Broccoli, Parmesan","Ranch, Garlic Parmesan, BBQ"
15-42,2024-08-15,Brisket,Cheddar,NA,"Onions, Jalapenos, Mushrooms","BBQ, Pesto"
15-41,2024-08-15,Brisket,Cheddar,Cheesy Garlic Bread,Mushrooms,Ranch
15-40,2024-08-15,Brisket,"Pepper Jack, MIX, Cheddar",NA,"Tomatoes, Onions, Jalapenos, Pineapple, Breadcrumbs, Bell Peppers, Parmesan","Buffalo, BBQ"
15-44,2024-08-15,"Grilled Chicken, Pulled Pork, Bacon",Alfredo,NA,"Mushrooms, Parmesan, Onions","Garlic Parmesan, BBQ"
15-45,2024-08-15,Bacon,Cheddar,NA,"Bell Peppers, Broccoli",NA
15-47,2024-08-15,Grilled Chicken,Cheddar,Garlic Bread,Broccoli,BBQ
15-46,2024-08-15,NA,"Buffalo Chicken (Cheddar, Chicken, Onions, Buffalo)",NA,NA,NA
15-48,2024-08-15,NA,NA,Cheesy Garlic Bread,NA,NA
15-49,2024-08-15,Pulled Pork,Alfredo,Cheesy Garlic Bread,"Mushrooms, Breadcrumbs, Parmesan","Hot Honey, BBQ"
15-50,2024-08-15,Brisket,MIX,NA,"Breadcrumbs, Corn, Parmesan","Ranch, Hot Honey"
15-52,2024-08-15,"Brisket, Bacon",Cheddar,NA,"Onions, Jalapenos, Breadcrumbs, Bell Peppers, Parmesan",Garlic Parmesan
15-53,2024-08-15,"Grilled Chicken, Bacon",Pepper Jack,NA,"Breadcrumbs, Jalapenos, Parmesan",Hot Honey
15-54,2024-08-15,Grilled Chicken,"Alfredo, Cheddar Mac, Melted Cheddar","Side Mac, Cheesy Garlic Bread",Mushrooms,Ranch
15-55,2024-08-15,Bacon,Cheddar,NA,Breadcrumbs,"Ranch, BBQ"
15-56,2024-08-15,Bacon,Cheddar,NA,Breadcrumbs,BBQ
15-57,2024-08-15,Brisket,Pepper Jack,NA,"Parmesan, Jalapenos, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions","BBQ, Ranch, Hot Honey, Pesto, Garlic Parmesan"
15-58,2024-08-15,Grilled Chicken,Alfredo,"Garlic Bread, Cheesy Garlic Bread","Parmesan, Breadcrumbs, Onions",Garlic Parmesan
15-60,2024-08-15,"Grilled Chicken, Pulled Pork, Brisket",Alfredo,NA,"Parmesan, Tomatoes, Mushrooms",BBQ
15-59,2024-08-15,Bacon,Pepper Jack,NA,"Breadcrumbs, Parmesan","Garlic Parmesan, Pesto"
15-61,2024-08-15,"Brisket, Ham",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Onions",Garlic Parmesan
15-62,2024-08-15,Bacon,MIX,NA,Breadcrumbs,NA
15-63,2024-08-15,NA,Cheddar,NA,"Breadcrumbs, Bell Peppers, Broccoli, Parmesan",Hot Honey
15-66,2024-08-15,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
15-65,2024-08-15,Grilled Chicken,MIX,NA,"Breadcrumbs, Broccoli",NA
15-64,2024-08-15,Brisket,MIX,NA,"Breadcrumbs, Parmesan",BBQ
15-68,2024-08-15,"Grilled Chicken, Bacon",Alfredo,Cheesy Garlic Bread,"Tomatoes, Onions, Breadcrumbs, Bell Peppers, Parmesan",Hot Honey
15-67,2024-08-15,"Grilled Chicken, Pulled Pork, Brisket, Bacon","Alfredo, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Tomatoes, Parmesan","Buffalo, Garlic Parmesan, BBQ"
15-69,2024-08-15,NA,MIX,NA,"Tomatoes, Parmesan, Jalapenos, Pineapple, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions","BBQ, Buffalo, Hot Honey, Pesto, Garlic Parmesan"
15-70,2024-08-15,Brisket,Cheddar,NA,Breadcrumbs,NA
15-71,2024-08-15,Grilled Chicken,Cheddar,NA,"Broccoli, Corn",NA
15-74,2024-08-15,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli",BBQ
15-73,2024-08-15,Grilled Chicken,MIX,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Broccoli, Parmesan",Garlic Parmesan
15-75,2024-08-15,Brisket,MIX,Cheesy Garlic Bread,"Breadcrumbs, Broccoli",Garlic Parmesan
15-77,2024-08-15,"Brisket, Bacon",Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
15-76,2024-08-15,"Brisket, Bacon","Melted Cheddar, Cheddar","Garlic Bread, Cheesecake",Corn,"Ranch, BBQ"
15-78,2024-08-15,Grilled Chicken,MIX,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Parmesan","Buffalo, Hot Honey, Pesto"
15-80,2024-08-15,Bacon,Cheddar,NA,"Breadcrumbs, Broccoli, Parmesan",Garlic Parmesan
15-82,2024-08-15,Brisket,MIX,NA,"Parmesan, Breadcrumbs, Broccoli, Onions","Ranch, Garlic Parmesan, Pesto"
15-81,2024-08-15,Brisket,MIX,Cheesy Garlic Bread,"Onions, Breadcrumbs, Broccoli, Bell Peppers, Parmesan","Ranch, Garlic Parmesan, Hot Honey"
15-83,2024-08-15,"Brisket, Ham",Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
15-85,2024-08-15,NA,Cheddar,NA,"Breadcrumbs, Parmesan",Hot Honey
15-84,2024-08-15,Pulled Pork,MIX,NA,"Tomatoes, Parmesan, Jalapenos, Breadcrumbs, Corn, Bell Peppers, Mushrooms",Pesto
15-88,2024-08-15,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Corn",Garlic Parmesan
15-86,2024-08-15,Grilled Chicken,Cheddar,NA,NA,NA
15-89,2024-08-15,Grilled Chicken,Cheddar,NA,"Corn, Mushrooms",NA
15-91,2024-08-15,Grilled Chicken,Cheddar,NA,NA,NA
15-92,2024-08-15,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Corn,Buffalo
15-93,2024-08-15,"Brisket, Bacon","Cheddar Mac, Melted Cheddar",Any Bag Of Chips,NA,NA
16-2,2024-08-16,Brisket,"Melted Pepper Jack, Pepper Jack Mac",Cheesy Garlic Bread,"Jalapenos, Onions","Ranch, BBQ"
16-4,2024-08-16,"Grilled Chicken, Bacon",Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan","Ranch, BBQ"
16-5,2024-08-16,"Brisket, Ham, Bacon",MIX,Cheesy Garlic Bread,"Jalapenos, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Parmesan","Buffalo, Garlic Parmesan"
16-8,2024-08-16,Bacon,Cheddar,NA,"Breadcrumbs, Jalapenos",NA
16-7,2024-08-16,"Brisket, Bacon",MIX,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Parmesan",Garlic Parmesan
16-10,2024-08-16,Grilled Chicken,Cheddar,NA,"Jalapenos, Mushrooms",BBQ
16-6,2024-08-16,Brisket,"Cheddar Mac, Melted Cheddar",NA,"Mushrooms, Jalapenos, Bell Peppers, Onions",Garlic Parmesan
16-9,2024-08-16,"Brisket, Ham","Alfredo, MIX",NA,"Tomatoes, Parmesan, Onions, Breadcrumbs, Mushrooms","Garlic Parmesan, Pesto"
16-11,2024-08-16,"Grilled Chicken, Brisket, Bacon","Melted Pepper Jack, Alfredo Mac, Melted Cheddar, Cheddar",NA,"Tomatoes, Pineapple","Buffalo, Hot Honey"
16-12,2024-08-16,Grilled Chicken,"Alfredo, Cheddar","Garlic Bread, Cheesy Garlic Bread","Broccoli, Parmesan",Ranch
16-13,2024-08-16,"Grilled Chicken, Pulled Pork, Brisket","Alfredo Mac, Alfredo, Melted Parmesan","Garlic Bread, Cheesy Garlic Bread, Cheesecake","Jalapenos, Parmesan","Garlic Parmesan, Hot Honey"
16-14,2024-08-16,NA,Pepper Jack,Side Mac,"Breadcrumbs, Parmesan",NA
16-15,2024-08-16,Bacon,MIX,Cheesy Garlic Bread,NA,NA
16-16,2024-08-16,Grilled Chicken,MIX,Cheesy Garlic Bread,"Broccoli, Parmesan",Garlic Parmesan
16-19,2024-08-16,"Grilled Chicken, Brisket, Bacon",Cheddar,Garlic Bread,"Breadcrumbs, Parmesan, Corn, Onions","Buffalo, Ranch, Hot Honey, BBQ"
16-18,2024-08-16,NA,Cheddar,NA,Broccoli,Ranch
16-21,2024-08-16,NA,"Alfredo Mac, Cheddar, Melted Parmesan",NA,"Onions, Breadcrumbs, Broccoli, Corn, Parmesan",Ranch
16-22,2024-08-16,Brisket,Cheddar,NA,"Breadcrumbs, Jalapenos, Corn",Garlic Parmesan
16-23,2024-08-16,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
16-24,2024-08-16,NA,Cheddar,Cheesy Garlic Bread,NA,NA
16-26,2024-08-16,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Hot Honey
16-27,2024-08-16,"Grilled Chicken, Bacon",Alfredo,NA,"Breadcrumbs, Parmesan",Hot Honey
16-25,2024-08-16,NA,Melted Cheddar,NA,"Tomatoes, Parmesan, Jalapenos, Corn, Bell Peppers, Onions",Ranch
16-28,2024-08-16,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan","Ranch, BBQ"
16-29,2024-08-16,Brisket,Pepper Jack,NA,"Breadcrumbs, Jalapenos, Corn, Parmesan",BBQ
16-34,2024-08-16,Bacon,Pepper Jack,NA,"Breadcrumbs, Broccoli, Parmesan","Garlic Parmesan, Hot Honey"
16-35,2024-08-16,Pulled Pork,Pepper Jack,NA,"Onions, Jalapenos, Breadcrumbs, Broccoli, Parmesan","Garlic Parmesan, Hot Honey"
16-30,2024-08-16,Pulled Pork,MIX,Cheesy Garlic Bread,"Parmesan, Jalapenos, Onions, Breadcrumbs, Broccoli, Mushrooms",Pesto
16-33,2024-08-16,Bacon,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Onions","Ranch, Garlic Parmesan"
16-32,2024-08-16,"Grilled Chicken, Pulled Pork","Alfredo, Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
16-36,2024-08-16,Bacon,Cheddar,NA,Parmesan,NA
16-37,2024-08-16,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
16-38,2024-08-16,"Grilled Chicken, Bacon","Melted Cheddar, Cheddar",Side Mac,Parmesan,"Ranch, Garlic Parmesan, Pesto"
16-39,2024-08-16,"Grilled Chicken, Brisket",MIX,NA,"Breadcrumbs, Parmesan",Ranch
16-40,2024-08-16,"Grilled Chicken, Brisket",MIX,NA,Bell Peppers,BBQ
16-41,2024-08-16,Bacon,Cheddar,NA,NA,NA
16-42,2024-08-16,NA,Cheddar,NA,"Parmesan, Jalapenos, Onions, Breadcrumbs, Mushrooms",BBQ
16-43,2024-08-16,NA,Cheddar,NA,"Mushrooms, Bell Peppers, Tomatoes, Onions","BBQ, Pesto"
16-44,2024-08-16,"Brisket, Bacon",Alfredo,Garlic Bread,"Tomatoes, Onions, Jalapenos, Parmesan, Pineapple, Bell Peppers, Mushrooms","Garlic Parmesan, Pesto"
16-48,2024-08-16,"Pulled Pork, Bacon","Cheddar Mac, Melted Cheddar, Cheddar",NA,"Tomatoes, Pineapple, Breadcrumbs, Broccoli, Parmesan","Ranch, Garlic Parmesan, Pesto"
16-46,2024-08-16,Ham,Melted Cheddar,Garlic Bread,Breadcrumbs,NA
16-47,2024-08-16,"Grilled Chicken, Bacon",MIX,NA,"Broccoli, Parmesan",BBQ
16-49,2024-08-16,Ham,Cheddar,NA,NA,NA
16-50,2024-08-16,Brisket,"Melted Pepper Jack, Cheddar Mac",Cheesy Garlic Bread,"Jalapenos, Onions",BBQ
16-52,2024-08-16,Ham,"Melted Cheddar, Pepper Jack Mac, Classic Mac (Cheddar, Breadcrumbs, Garlic Parmesan)",Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Mushrooms",Pesto
16-53,2024-08-16,Brisket,Cheddar,Cheesy Garlic Bread,Onions,NA
16-54,2024-08-16,NA,NA,Cheesy Garlic Bread,NA,NA
16-51,2024-08-16,Grilled Chicken,Alfredo,"Garlic Bread, Cheesecake","Broccoli, Parmesan",NA
16-55,2024-08-16,NA,NA,Side Mac,NA,NA
16-56,2024-08-16,Brisket,Pepper Jack,"Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Parmesan",BBQ
16-57,2024-08-16,"Grilled Chicken, Brisket","Alfredo, Melted Cheddar, Cheddar","Side Mac, Cheesecake","Breadcrumbs, Parmesan, Broccoli, Onions","Ranch, Garlic Parmesan, BBQ"
16-58,2024-08-16,Brisket,Pepper Jack,NA,"Bell Peppers, Tomatoes, Onions","Buffalo, Ranch"
16-59,2024-08-16,"Grilled Chicken, Brisket","Alfredo, Cheddar",Cheesecake,"Mushrooms, Breadcrumbs, Onions, Parmesan",Ranch
16-60,2024-08-16,Brisket,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Broccoli, Parmesan","Ranch, BBQ"
16-62,2024-08-16,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
16-61,2024-08-16,NA,Cheddar,Side Mac,"Tomatoes, Broccoli, Parmesan",NA
16-63,2024-08-16,"Brisket, Bacon","Melted Pepper Jack, Pepper Jack Mac",Cheesecake,"Breadcrumbs, Jalapenos, Broccoli",Hot Honey
16-64,2024-08-16,Brisket,"Cheddar Mac, Melted Cheddar",NA,Corn,Garlic Parmesan
16-65,2024-08-16,Brisket,Cheddar,NA,Parmesan,Garlic Parmesan
16-66,2024-08-16,"Brisket, Bacon","Alfredo, Cheddar",Garlic Bread,Parmesan,NA
16-67,2024-08-16,Grilled Chicken,MIX,Cheesy Garlic Bread,"Jalapenos, Parmesan",Hot Honey
16-70,2024-08-16,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Parmesan,BBQ
16-68,2024-08-16,Brisket,Cheddar,NA,"Broccoli, Corn, Onions",Garlic Parmesan
16-72,2024-08-16,Brisket,Cheddar,NA,"Tomatoes, Parmesan, Jalapenos, Pineapple, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions",BBQ
16-69,2024-08-16,Pulled Pork,Cheddar,NA,"Breadcrumbs, Broccoli, Parmesan",BBQ
16-71,2024-08-16,NA,Cheddar,NA,"Breadcrumbs, Broccoli, Parmesan",Garlic Parmesan
16-74,2024-08-16,Grilled Chicken,MIX,NA,"Breadcrumbs, Parmesan",NA
16-76,2024-08-16,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Jalapenos, Corn, Parmesan",BBQ
16-73,2024-08-16,"Pulled Pork, Brisket",Cheddar,NA,"Mushrooms, Broccoli, Parmesan","Garlic Parmesan, BBQ"
16-75,2024-08-16,"Grilled Chicken, Brisket",Cheddar,NA,"Breadcrumbs, Broccoli, Corn, Parmesan","Hot Honey, BBQ"
16-77,2024-08-16,Bacon,Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs, Onions","Garlic Parmesan, Pesto"
16-78,2024-08-16,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Corn, Parmesan","Garlic Parmesan, BBQ, Pesto"
16-81,2024-08-16,Ham,"Alfredo Mac, Cheddar Mac, Melted Cheddar",NA,"Jalapenos, Bell Peppers, Corn, Onions",Ranch
16-82,2024-08-16,Bacon,Alfredo,Cheesecake,"Breadcrumbs, Parmesan",Garlic Parmesan
16-83,2024-08-16,Grilled Chicken,Alfredo,NA,"Mushrooms, Parmesan, Onions",Garlic Parmesan
16-84,2024-08-16,"Brisket, Bacon","MIX, Cheddar","Garlic Bread, Any Bag Of Chips","Breadcrumbs, Jalapenos, Onions",BBQ
16-85,2024-08-16,"Grilled Chicken, Brisket",MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan","Garlic Parmesan, BBQ"
16-86,2024-08-16,"Grilled Chicken, Bacon",Alfredo,NA,"Parmesan, Breadcrumbs, Onions",NA
16-87,2024-08-16,Brisket,"Pepper Jack, Cheddar",NA,Breadcrumbs,BBQ
16-89,2024-08-16,"Grilled Chicken, Brisket",Alfredo,Cheesecake,NA,Ranch
16-88,2024-08-16,NA,"MIX, Melted Cheddar","Garlic Bread, Any Bag Of Chips",Breadcrumbs,NA
16-92,2024-08-16,"Pulled Pork, Brisket","Cheddar Mac, Melted Cheddar","Side Mac, Cheesecake",Breadcrumbs,NA
16-93,2024-08-16,Grilled Chicken,Cheddar,NA,NA,Buffalo
16-94,2024-08-16,"Grilled Chicken, Bacon",Cheddar,NA,"Breadcrumbs, Tomatoes",Buffalo
16-98,2024-08-16,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Parmesan",Garlic Parmesan
