order number,date,meat,cheese,sides,toppings,sauce
7-134,2024-09-07,Grilled Chicken,Cheddar,NA,"Broccoli, Corn, Parmesan",Hot Honey
7-136,2024-09-07,Brisket,Alfredo,Cheesy Garlic Bread,"Mushrooms, Breadcrumbs, Parmesan",Garlic Parmesan
7-137,2024-09-07,NA,Cheddar,NA,"Parmesan, Onions",Garlic Parmesan
7-135,2024-09-07,"Bacon, Brisket",MIX,Cheesy Garlic Bread,"Onions, Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers",NA
7-138,2024-09-07,Brisket,"MIX, Cheddar",NA,"Broccoli, Breadcrumbs, Parmesan","BBQ, Ranch"
7-139,2024-09-07,"Bacon, Brisket",Pepper Jack,NA,"Breadcrumbs, Parmesan","Garlic Parmesan, Buffalo"
7-140,2024-09-07,"Pulled Pork, Grilled Chicken","MIX, Cheddar",Cheesy Garlic Bread,"Onions, Corn, Parmesan, Breadcrumbs, Tomatoes","Garlic Parmesan, BBQ"
7-141,2024-09-07,Grilled Chicken,"Alfredo, Cheddar",NA,"Broccoli, Onions, Pineapple, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, BBQ, Hot Honey, Ranch"
7-142,2024-09-07,Grilled Chicken,Pepper Jack,NA,Broccoli,NA
7-144,2024-09-07,Grilled Chicken,MIX,NA,Breadcrumbs,Garlic Parmesan
7-143,2024-09-07,Grilled Chicken,MIX,NA,"Breadcrumbs, Corn","Garlic Parmesan, Ranch"
7-145,2024-09-07,Grilled Chicken,MIX,NA,"Bell Peppers, Breadcrumbs, Parmesan",NA
7-146,2024-09-07,Grilled Chicken,Cheddar,NA,"Corn, Parmesan, Bell Peppers, Tomatoes, Jalapenos",Garlic Parmesan
7-147,2024-09-07,"Bacon, Pulled Pork","Cheddar Mac, Melted Cheddar, Cheddar",Cheesecake,"Pineapple, Mushrooms, Parmesan","Garlic Parmesan, BBQ"
7-148,2024-09-07,Grilled Chicken,MIX,Garlic Bread,"Breadcrumbs, Corn, Parmesan","Garlic Parmesan, Ranch"
7-149,2024-09-07,Grilled Chicken,Pepper Jack,NA,Broccoli,Ranch
7-150,2024-09-07,NA,NA,Cheesecake,NA,NA
7-151,2024-09-07,Brisket,Pepper Jack,NA,"Onions, Corn, Bell Peppers, Parmesan, Breadcrumbs, Tomatoes, Jalapenos",BBQ
7-152,2024-09-07,NA,NA,Cheesecake,NA,NA
7-154,2024-09-07,NA,Pepper Jack,NA,"Broccoli, Corn, Parmesan, Breadcrumbs, Bell Peppers, Tomatoes, Jalapenos","Garlic Parmesan, Hot Honey"
7-153,2024-09-07,Bacon,Cheddar,Cheesy Garlic Bread,"Pineapple, Corn, Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, Hot Honey"
7-155,2024-09-07,Pulled Pork,Alfredo,Cheesecake,"Onions, Pineapple, Corn, Parmesan, Tomatoes",BBQ
7-160,2024-09-07,Pulled Pork,Alfredo,Cheesecake,"Onions, Pineapple, Corn, Parmesan, Mushrooms, Tomatoes",BBQ
7-156,2024-09-07,Grilled Chicken,Cheddar,NA,Breadcrumbs,NA
7-161,2024-09-07,"Brisket, Grilled Chicken",Cheddar,NA,"Broccoli, Pineapple, Parmesan, Breadcrumbs, Mushrooms","Hot Honey, Ranch"
7-157,2024-09-07,Brisket,Cheddar,NA,"Bell Peppers, Breadcrumbs, Onions",BBQ
7-159,2024-09-07,Grilled Chicken,Cheddar,NA,Corn,"Garlic Parmesan, Buffalo"
7-158,2024-09-07,Grilled Chicken,Cheddar,NA,"Broccoli, Corn, Parmesan","Garlic Parmesan, Buffalo"
7-162,2024-09-07,NA,Cheddar,Cheesecake,"Parmesan, Breadcrumbs, Jalapenos",Garlic Parmesan
7-163,2024-09-07,"Ham, Brisket","Melted Cheddar, Cheddar",NA,"Pineapple, Breadcrumbs, Corn, Parmesan","Garlic Parmesan, BBQ"
7-165,2024-09-07,Brisket,MIX,NA,"Breadcrumbs, Parmesan",NA
7-164,2024-09-07,Bacon,MIX,NA,"Breadcrumbs, Parmesan",NA
7-166,2024-09-07,Grilled Chicken,Cheddar,NA,"Tomatoes, Corn, Parmesan","Buffalo, Ranch"
7-167,2024-09-07,Pulled Pork,Cheddar,NA,"Corn, Parmesan, Breadcrumbs, Bell Peppers, Jalapenos",Hot Honey
7-169,2024-09-07,Brisket,Pepper Jack,NA,Mushrooms,Garlic Parmesan
7-170,2024-09-07,NA,MIX,Garlic Bread,"Parmesan, Broccoli, Jalapenos","Garlic Parmesan, Hot Honey"
7-171,2024-09-07,"Pulled Pork, Grilled Chicken",MIX,NA,"Breadcrumbs, Corn, Parmesan",BBQ
7-174,2024-09-07,Grilled Chicken,Cheddar,Garlic Bread,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
7-175,2024-09-07,Grilled Chicken,MIX,Cheesy Garlic Bread,"Bell Peppers, Breadcrumbs, Parmesan",Buffalo
7-177,2024-09-07,Bacon,Pepper Jack,NA,"Parmesan, Broccoli, Breadcrumbs, Onions","Buffalo, Ranch"
7-179,2024-09-07,"Bacon, Brisket",MIX,NA,Parmesan,Ranch
7-181,2024-09-07,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Onions, Corn, Parmesan, Breadcrumbs, Jalapenos","Garlic Parmesan, Buffalo"
7-182,2024-09-07,NA,Cheddar,Cheesy Garlic Bread,"Onions, Pineapple, Corn, Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, Buffalo"
7-184,2024-09-07,Brisket,Alfredo,NA,Broccoli,BBQ
7-183,2024-09-07,Grilled Chicken,Alfredo,NA,"Onions, Corn, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes",Ranch
7-187,2024-09-07,Grilled Chicken,Cheddar,NA,"Mushrooms, Broccoli, Corn",Garlic Parmesan
7-188,2024-09-07,Brisket,Cheddar,NA,"Mushrooms, Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
7-185,2024-09-07,Grilled Chicken,MIX,NA,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, BBQ, Hot Honey"
7-191,2024-09-07,Grilled Chicken,MIX,NA,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Hot Honey, Ranch"
7-189,2024-09-07,Grilled Chicken,Cheddar,Garlic Bread,"Onions, Corn, Parmesan, Breadcrumbs, Bell Peppers",Garlic Parmesan
7-190,2024-09-07,Grilled Chicken,"Alfredo, Melted Cheddar",Cheesy Garlic Bread,"Broccoli, Corn, Parmesan, Breadcrumbs, Mushrooms",Garlic Parmesan
7-192,2024-09-07,"Pulled Pork, Brisket",Cheddar,"Cheesy Garlic Bread, Garlic Bread","Breadcrumbs, Corn, Parmesan",BBQ
7-193,2024-09-07,Brisket,Alfredo,Cheesy Garlic Bread,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Tomatoes",BBQ
7-194,2024-09-07,Brisket,Cheddar,NA,"Broccoli, Breadcrumbs, Corn, Parmesan","Garlic Parmesan, BBQ"
7-195,2024-09-07,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Broccoli, Tomatoes, Onions",Ranch
7-197,2024-09-07,"Bacon, Grilled Chicken","Alfredo, Cheddar",Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs, Onions","Garlic Parmesan, BBQ"
7-200,2024-09-07,Grilled Chicken,Cheddar,NA,"Parmesan, Jalapenos",Buffalo
7-198,2024-09-07,Brisket,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan","BBQ, Ranch"
7-202,2024-09-07,NA,"Alfredo, Melted Pepper Jack","Cheesy Garlic Bread, Cheesecake, Large Chocolate Chunk Cookie",Broccoli,NA
7-196,2024-09-07,"Bacon, Brisket, Grilled Chicken","Alfredo, MIX, Melted Parmesan, Cheddar Mac",Cheesy Garlic Bread,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Tomatoes, Jalapenos","Garlic Parmesan, BBQ, Hot Honey"
7-199,2024-09-07,"Bacon, Brisket",MIX,NA,NA,"BBQ, Hot Honey"
7-203,2024-09-07,"Bacon, Brisket",MIX,NA,NA,NA
7-204,2024-09-07,Brisket,MIX,NA,NA,"BBQ, Ranch"
7-205,2024-09-07,Bacon,Cheddar,Garlic Bread,Mushrooms,NA
7-207,2024-09-07,NA,Pepper Jack,NA,"Mushrooms, Tomatoes, Corn, Onions",Hot Honey
7-208,2024-09-07,NA,NA,Cheesecake,NA,NA
7-210,2024-09-07,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Buffalo
7-209,2024-09-07,NA,MIX,Cheesy Garlic Bread,"Onions, Corn, Bell Peppers, Parmesan, Breadcrumbs, Tomatoes, Jalapenos",Garlic Parmesan
7-212,2024-09-07,Grilled Chicken,"MIX, Cheddar",NA,"Broccoli, Onions, Pineapple, Parmesan, Bell Peppers",Garlic Parmesan
7-213,2024-09-07,NA,MIX,Cheesy Garlic Bread,"Onions, Corn, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes, Jalapenos","Garlic Parmesan, BBQ, Hot Honey"
7-215,2024-09-07,NA,Cheddar,NA,NA,NA
7-217,2024-09-07,Brisket,Cheddar,Large Chocolate Chunk Cookie,"Mushrooms, Parmesan",Garlic Parmesan
7-216,2024-09-07,Bacon,Cheddar,NA,"Broccoli, Onions, Parmesan, Breadcrumbs, Bell Peppers",Garlic Parmesan
8-3,2024-09-08,Brisket,MIX,NA,"Corn, Onions",BBQ
8-2,2024-09-08,"Bacon, Brisket","MIX, Melted Cheddar",NA,Jalapenos,NA
8-4,2024-09-08,"Bacon, Grilled Chicken","Pepper Jack, Melted Cheddar, Cheddar",NA,"Broccoli, Onions, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos",Garlic Parmesan
8-7,2024-09-08,Brisket,Cheddar,NA,NA,NA
8-5,2024-09-08,Bacon,"MIX, Cheddar",NA,"Onions, Corn, Parmesan, Breadcrumbs, Mushrooms",Hot Honey
8-8,2024-09-08,NA,Cheddar,Cheesy Garlic Bread,"Onions, Corn, Parmesan, Breadcrumbs, Bell Peppers, Jalapenos","Garlic Parmesan, BBQ"
8-9,2024-09-08,Brisket,MIX,NA,"Tomatoes, Breadcrumbs",Buffalo
8-10,2024-09-08,Bacon,MIX,NA,"Mushrooms, Breadcrumbs, Onions","Buffalo, Ranch"
8-11,2024-09-08,Bacon,MIX,NA,"Breadcrumbs, Onions","Buffalo, Ranch"
8-14,2024-09-08,"Bacon, Ham",Alfredo,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs, Jalapenos",Garlic Parmesan
8-15,2024-09-08,NA,Alfredo,NA,"Onions, Parmesan, Breadcrumbs, Mushrooms, Tomatoes","BBQ, Buffalo"
8-16,2024-09-08,Brisket,Pepper Jack,NA,NA,BBQ
8-17,2024-09-08,Bacon,Cheddar,NA,"Parmesan, Broccoli, Onions",Garlic Parmesan
8-18,2024-09-08,"Bacon, Grilled Chicken","Cheddar Mac, Melted Pepper Jack, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
8-19,2024-09-08,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Broccoli, Corn",BBQ
8-20,2024-09-08,Brisket,Cheddar,NA,Onions,"BBQ, Ranch"
8-21,2024-09-08,Brisket,Cheddar,NA,NA,Buffalo
8-23,2024-09-08,Grilled Chicken,"Alfredo, Pepper Jack",Cheesecake,"Broccoli, Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Jalapenos",BBQ
8-22,2024-09-08,"Bacon, Grilled Chicken",Pepper Jack,NA,"Mushrooms, Jalapenos",Buffalo
8-25,2024-09-08,Bacon,Cheddar,Cheesy Garlic Bread,Breadcrumbs,NA
8-26,2024-09-08,"Bacon, Brisket","Pepper Jack, Cheddar",NA,"Broccoli, Onions, Corn, Breadcrumbs, Mushrooms, Bell Peppers","BBQ, Ranch"
8-27,2024-09-08,Brisket,Cheddar,NA,"Bell Peppers, Breadcrumbs",BBQ
8-28,2024-09-08,Brisket,Alfredo,Any Bag Of Chips,Breadcrumbs,NA
8-31,2024-09-08,Brisket,Cheddar,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes",Garlic Parmesan
8-29,2024-09-08,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
8-30,2024-09-08,Pulled Pork,MIX,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
8-32,2024-09-08,Bacon,Cheddar,NA,"Tomatoes, Bell Peppers",Garlic Parmesan
8-33,2024-09-08,Brisket,Cheddar,NA,"Mushrooms, Broccoli, Breadcrumbs",Garlic Parmesan
8-36,2024-09-08,Brisket,"Cheddar Mac, Melted Cheddar, Cheddar",Garlic Bread,NA,BBQ
8-35,2024-09-08,Grilled Chicken,MIX,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Ranch"
8-38,2024-09-08,Brisket,Cheddar,NA,"Bell Peppers, Corn, Jalapenos","BBQ, Buffalo, Ranch"
8-39,2024-09-08,Pulled Pork,"MIX, Cheddar","Garlic Bread, Any Bag Of Chips","Jalapenos, Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
8-42,2024-09-08,Bacon,Cheddar,NA,Breadcrumbs,BBQ
8-40,2024-09-08,NA,Melted Cheddar,Any Bag Of Chips,NA,NA
8-41,2024-09-08,NA,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
8-45,2024-09-08,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Parmesan",NA
8-43,2024-09-08,NA,NA,Side Mac,NA,NA
8-44,2024-09-08,Bacon,Cheddar,Cheesecake,"Breadcrumbs, Parmesan",NA
8-46,2024-09-08,Brisket,"Melted Cheddar, Alfredo Mac, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Hot Honey
8-47,2024-09-08,"Pulled Pork, Brisket, Grilled Chicken",Alfredo,NA,"Mushrooms, Tomatoes, Parmesan",BBQ
8-48,2024-09-08,"Bacon, Ham, Grilled Chicken","Alfredo, Pepper Jack",NA,"Breadcrumbs, Parmesan",BBQ
8-49,2024-09-08,Brisket,Cheddar,NA,Parmesan,BBQ
8-51,2024-09-08,"Brisket, Grilled Chicken",Cheddar,NA,"Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes","Garlic Parmesan, BBQ"
8-55,2024-09-08,NA,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
8-52,2024-09-08,Brisket,Cheddar,NA,"Parmesan, Bell Peppers, Breadcrumbs, Jalapenos","Garlic Parmesan, BBQ"
8-54,2024-09-08,Brisket,MIX,NA,Parmesan,Hot Honey
8-58,2024-09-08,Brisket,Cheddar,NA,"Parmesan, Bell Peppers, Breadcrumbs, Jalapenos","Garlic Parmesan, BBQ"
8-56,2024-09-08,Grilled Chicken,MIX,NA,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Hot Honey, Buffalo"
8-59,2024-09-08,Grilled Chicken,MIX,NA,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Buffalo, Ranch"
8-61,2024-09-08,NA,Cheddar,NA,"Breadcrumbs, Parmesan",NA
8-60,2024-09-08,NA,Cheddar,NA,NA,NA
8-62,2024-09-08,Brisket,Cheddar,NA,"Broccoli, Tomatoes, Corn, Parmesan",BBQ
8-63,2024-09-08,NA,Cheddar,Side Mac,"Breadcrumbs, Parmesan",Garlic Parmesan
8-64,2024-09-08,Bacon,"MIX, Chicken Bacon Ranch (Cheddar, Chicken, Bacon, Ranch)",Large Chocolate Chunk Cookie,NA,NA
8-65,2024-09-08,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Onions",BBQ
8-66,2024-09-08,Bacon,Cheddar,Cheesy Garlic Bread,Parmesan,Buffalo
8-67,2024-09-08,NA,Alfredo,NA,"Breadcrumbs, Parmesan",Buffalo
8-68,2024-09-08,NA,Cheddar,Cheesy Garlic Bread,Onions,"BBQ, Buffalo"
8-69,2024-09-08,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,NA
8-70,2024-09-08,Grilled Chicken,Alfredo,Cheesecake,"Broccoli, Parmesan",Garlic Parmesan
8-72,2024-09-08,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Tomatoes, Parmesan",Garlic Parmesan
8-71,2024-09-08,"Bacon, Brisket",Cheddar,Cheesecake,"Pineapple, Tomatoes, Corn",NA
8-73,2024-09-08,NA,Cheddar,Garlic Bread,"Onions, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","BBQ, Ranch"
8-74,2024-09-08,Bacon,Alfredo,Cheesy Garlic Bread,"Mushrooms, Tomatoes",Garlic Parmesan
8-75,2024-09-08,Grilled Chicken,Cheddar,NA,"Corn, Parmesan",Garlic Parmesan
8-77,2024-09-08,"Bacon, Pulled Pork",Cheddar,NA,Breadcrumbs,"BBQ, Hot Honey"
8-76,2024-09-08,Ham,MIX,NA,"Jalapenos, Breadcrumbs, Onions",NA
8-79,2024-09-08,Grilled Chicken,Alfredo,Garlic Bread,NA,NA
8-81,2024-09-08,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
8-82,2024-09-08,"Bacon, Brisket",MIX,NA,"Pineapple, Bell Peppers, Corn, Parmesan",Hot Honey
8-83,2024-09-08,Brisket,Alfredo,NA,"Mushrooms, Breadcrumbs, Parmesan",Garlic Parmesan
8-84,2024-09-08,NA,MIX,NA,"Broccoli, Onions, Corn, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos",Garlic Parmesan
8-86,2024-09-08,Grilled Chicken,Cheddar,NA,NA,NA
8-85,2024-09-08,Brisket,Pepper Jack,NA,Onions,NA
8-88,2024-09-08,Brisket,Cheddar,Cheesecake,"Parmesan, Tomatoes, Onions","Garlic Parmesan, Ranch"
8-90,2024-09-08,"Pulled Pork, Grilled Chicken","Cheddar Mac, Melted Cheddar, Cheddar","Doritos, Cheetos","Breadcrumbs, Parmesan",BBQ
8-87,2024-09-08,"Pulled Pork, Brisket","Pepper Jack, MIX",NA,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Jalapenos","Garlic Parmesan, Buffalo, Ranch"
8-96,2024-09-08,"Bacon, Brisket","Alfredo, Pepper Jack, Cheddar",Cheesy Garlic Bread,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes","Buffalo, Garlic Parmesan, BBQ, Hot Honey, Ranch"
8-95,2024-09-08,"Brisket, Grilled Chicken",Cheddar,NA,NA,BBQ
8-92,2024-09-08,Brisket,Cheddar,Large Chocolate Chunk Cookie,"Breadcrumbs, Onions",BBQ
8-93,2024-09-08,Brisket,Cheddar,NA,Corn,BBQ
8-94,2024-09-08,Brisket,Cheddar,Any Bag Of Chips,"Parmesan, Corn, Onions",BBQ
8-98,2024-09-08,"Bacon, Brisket",MIX,NA,Breadcrumbs,Hot Honey
8-97,2024-09-08,"Bacon, Grilled Chicken",MIX,NA,"Breadcrumbs, Parmesan",Ranch
8-99,2024-09-08,Bacon,Cheddar,NA,"Pineapple, Tomatoes, Breadcrumbs, Parmesan","Garlic Parmesan, Ranch"
8-100,2024-09-08,NA,NA,Side Mac,NA,NA
8-102,2024-09-08,Bacon,Cheddar,NA,Breadcrumbs,"BBQ, Ranch"
8-101,2024-09-08,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan","BBQ, Hot Honey"
8-103,2024-09-08,Brisket,Cheddar,Cheesecake,"Broccoli, Onions, Parmesan, Breadcrumbs, Mushrooms, Jalapenos",Garlic Parmesan
8-105,2024-09-08,Brisket,Cheddar,NA,"Mushrooms, Parmesan","Garlic Parmesan, Ranch"
8-106,2024-09-08,NA,Alfredo,NA,Bell Peppers,Garlic Parmesan
8-107,2024-09-08,Grilled Chicken,Cheddar,NA,"Parmesan, Bell Peppers, Onions",Garlic Parmesan
8-108,2024-09-08,"Pulled Pork, Brisket",MIX,NA,"Breadcrumbs, Parmesan",BBQ
8-109,2024-09-08,Brisket,Cheddar,NA,"Broccoli, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers",BBQ
8-112,2024-09-08,Brisket,Cheddar,NA,"Broccoli, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers",BBQ
8-111,2024-09-08,NA,"Melted Parmesan, Alfredo Mac",Cheesecake,"Tomatoes, Corn, Onions",Garlic Parmesan
8-110,2024-09-08,"Bacon, Grilled Chicken","Alfredo, Melted Cheddar",NA,Corn,"Garlic Parmesan, BBQ"
8-113,2024-09-08,Grilled Chicken,"Alfredo, Cheddar",NA,"Broccoli, Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Jalapenos","Garlic Parmesan, Hot Honey"
8-114,2024-09-08,"Brisket, Grilled Chicken","Alfredo, Pepper Jack",Cheesecake,"Onions, Corn, Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, Hot Honey"
8-115,2024-09-08,NA,MIX,NA,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Buffalo, Ranch"
8-116,2024-09-08,Brisket,MIX,NA,"Broccoli, Pineapple, Corn, Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, BBQ"
8-118,2024-09-08,Grilled Chicken,Cheddar,NA,"Mushrooms, Onions",Garlic Parmesan
8-119,2024-09-08,"Brisket, Grilled Chicken","Alfredo, Cheddar",NA,"Mushrooms, Jalapenos, Breadcrumbs, Parmesan","BBQ, Ranch"
8-124,2024-09-08,Grilled Chicken,MIX,NA,"Breadcrumbs, Parmesan",NA
8-123,2024-09-08,Grilled Chicken,MIX,NA,"Breadcrumbs, Parmesan",NA
8-121,2024-09-08,"Bacon, Brisket, Grilled Chicken","MIX, Cheddar",NA,"Broccoli, Onions, Parmesan, Breadcrumbs, Jalapenos","Garlic Parmesan, BBQ"
8-125,2024-09-08,Bacon,Cheddar,NA,Onions,Garlic Parmesan
8-126,2024-09-08,NA,MIX,NA,Parmesan,Garlic Parmesan
8-127,2024-09-08,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Parmesan",NA
8-132,2024-09-08,Brisket,Alfredo,NA,Parmesan,Garlic Parmesan
8-133,2024-09-08,Brisket,Pepper Jack,NA,"Corn, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes","BBQ, Buffalo"
8-129,2024-09-08,Grilled Chicken,Cheddar,Large Chocolate Chunk Cookie,"Breadcrumbs, Parmesan",Garlic Parmesan
8-130,2024-09-08,Bacon,Cheddar,NA,"Broccoli, Breadcrumbs, Corn",Ranch
8-131,2024-09-08,Grilled Chicken,Cheddar,Side Mac,"Mushrooms, Breadcrumbs, Parmesan","Garlic Parmesan, Hot Honey"
8-135,2024-09-08,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs, Onions",Garlic Parmesan
8-134,2024-09-08,Grilled Chicken,MIX,NA,"Parmesan, Breadcrumbs, Onions",Garlic Parmesan
8-136,2024-09-08,Grilled Chicken,Alfredo,NA,"Parmesan, Breadcrumbs, Onions",NA
8-137,2024-09-08,Ham,Cheddar,NA,"Tomatoes, Breadcrumbs, Parmesan",Ranch
8-141,2024-09-08,Grilled Chicken,Cheddar,NA,Mushrooms,BBQ
8-140,2024-09-08,Grilled Chicken,"Melted Cheddar, Cheddar",NA,"Mushrooms, Broccoli, Breadcrumbs, Parmesan","Garlic Parmesan, Ranch"
8-142,2024-09-08,Bacon,Cheddar,NA,Parmesan,NA
8-139,2024-09-08,Ham,MIX,NA,Tomatoes,BBQ
8-138,2024-09-08,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",NA
8-143,2024-09-08,Brisket,"MIX, Melted Cheddar",Any Bag Of Chips,"Mushrooms, Parmesan, Bell Peppers, Onions",Garlic Parmesan
8-144,2024-09-08,Brisket,MIX,NA,"Parmesan, Breadcrumbs, Jalapenos","Buffalo, Ranch"
8-145,2024-09-08,Bacon,Cheddar,NA,NA,NA
8-146,2024-09-08,NA,Cheddar,NA,"Broccoli, Parmesan",NA
8-150,2024-09-08,"Bacon, Brisket, Grilled Chicken","Alfredo, Pepper Jack",NA,"Broccoli, Corn, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes","Garlic Parmesan, Ranch"
8-147,2024-09-08,Grilled Chicken,MIX,NA,"Mushrooms, Broccoli",Ranch
8-149,2024-09-08,Brisket,MIX,NA,"Parmesan, Bell Peppers, Onions","Buffalo, Ranch"
8-148,2024-09-08,Grilled Chicken,MIX,NA,"Tomatoes, Bell Peppers, Corn, Onions","BBQ, Hot Honey, Ranch"
8-153,2024-09-08,Grilled Chicken,Cheddar,Large Chocolate Chunk Cookie,Broccoli,Garlic Parmesan
8-151,2024-09-08,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
8-152,2024-09-08,Grilled Chicken,Alfredo,NA,Parmesan,NA
8-154,2024-09-08,Brisket,Pepper Jack,NA,"Parmesan, Breadcrumbs, Jalapenos",Garlic Parmesan
8-155,2024-09-08,Ham,Alfredo,NA,"Parmesan, Breadcrumbs, Onions",NA
8-157,2024-09-08,NA,Cheddar,Cheesecake,"Mushrooms, Breadcrumbs, Parmesan",Buffalo
8-156,2024-09-08,NA,Cheddar,NA,Breadcrumbs,Garlic Parmesan
8-158,2024-09-08,Grilled Chicken,MIX,NA,"Onions, Parmesan, Breadcrumbs, Bell Peppers, Jalapenos",Garlic Parmesan
8-159,2024-09-08,Bacon,Cheddar,NA,"Broccoli, Breadcrumbs, Jalapenos",Ranch
8-165,2024-09-08,"Bacon, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs, Corn, Onions","Garlic Parmesan, BBQ, Ranch"
8-164,2024-09-08,"Bacon, Brisket",MIX,Any Bag Of Chips,"Breadcrumbs, Parmesan",Garlic Parmesan
8-163,2024-09-08,Pulled Pork,Cheddar,NA,Parmesan,Garlic Parmesan
8-169,2024-09-08,"Bacon, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs, Corn, Onions","Garlic Parmesan, BBQ, Ranch"
8-166,2024-09-08,"Ham, Brisket","MIX, Cheddar",Any Bag Of Chips,"Bell Peppers, Corn, Broccoli","Garlic Parmesan, BBQ"
8-168,2024-09-08,Bacon,Melted Cheddar,NA,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
8-167,2024-09-08,NA,Cheddar,NA,"Mushrooms, Pineapple, Breadcrumbs, Corn",Ranch
8-171,2024-09-08,"Pulled Pork, Brisket",Cheddar,NA,Parmesan,BBQ
8-170,2024-09-08,"Brisket, Grilled Chicken",Cheddar,"Cheesecake, Large Chocolate Chunk Cookie","Tomatoes, Parmesan","Garlic Parmesan, Buffalo, Ranch"
8-172,2024-09-08,Bacon,Cheddar,NA,NA,NA
8-173,2024-09-08,Bacon,Cheddar,NA,Mushrooms,Ranch
8-174,2024-09-08,NA,"Pepper Jack, Melted Pepper Jack",Lays Classic,"Broccoli, Onions, Corn, Breadcrumbs, Tomatoes",Garlic Parmesan
8-178,2024-09-08,"Bacon, Brisket","Cheddar Mac, Melted Cheddar, Cheddar",NA,"Tomatoes, Breadcrumbs, Parmesan",Garlic Parmesan
