order number,date,meat,cheese,sides,toppings,sauce
4-34,2024-06-04,NA,NA,Side Mac,NA,NA
4-33,2024-06-04,"Ham, Grilled Chicken",Cheddar,NA,Parmesan,"BBQ, Hot Honey"
4-36,2024-06-04,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
4-35,2024-06-04,NA,Pepper Jack,Cheesecake,"Mushrooms, Onions, Broccoli","Pesto, Garlic Parmesan"
4-37,2024-06-04,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Broccoli",Garlic Parmesan
4-39,2024-06-04,Brisket,Alfredo,Garlic Bread,"Breadcrumbs, Broccoli, Onions, Mushrooms, Parmesan",Garlic Parmesan
4-40,2024-06-04,Pulled Pork,Cheddar,NA,"Parmesan, Onions",Pesto
4-41,2024-06-04,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Mushrooms, Onions",BBQ
4-42,2024-06-04,Grilled Chicken,"Cheddar, Alfredo",NA,"Breadcrumbs, Parmesan, Broccoli","Buffalo, Pesto, Ranch"
4-43,2024-06-04,"Pulled Pork, Brisket",Cheddar,NA,Parmesan,BBQ
4-44,2024-06-04,Brisket,"Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions",Ranch
4-46,2024-06-04,NA,Cheddar,NA,NA,NA
4-47,2024-06-04,"Brisket, Bacon",Cheddar,Any Bag Of Chips,"Breadcrumbs, Onions",Garlic Parmesan
4-48,2024-06-04,Brisket,Cheddar,Cheesy Garlic Bread,NA,BBQ
4-49,2024-06-04,NA,Cheddar,NA,NA,NA
4-50,2024-06-04,NA,Pepper Jack,Garlic Bread,Broccoli,BBQ
4-51,2024-06-04,"Pulled Pork, Bacon","Pepper Jack, Cheddar","Garlic Bread, Cheesy Garlic Bread","Mushrooms, Pineapple, Parmesan, Broccoli","Pesto, Hot Honey, BBQ"
4-52,2024-06-04,"Brisket, Bacon, Grilled Chicken","Pepper Jack, Cheddar, Alfredo",Cheesy Garlic Bread,"Mushrooms, Broccoli","Buffalo, BBQ, Garlic Parmesan"
4-53,2024-06-04,"Brisket, Bacon",MIX,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan","Hot Honey, Garlic Parmesan"
4-54,2024-06-04,Bacon,Pepper Jack,Garlic Bread,"Breadcrumbs, Parmesan",Ranch
4-55,2024-06-04,"Brisket, Grilled Chicken",Cheddar,Garlic Bread,NA,"Buffalo, BBQ"
4-57,2024-06-04,NA,Cheddar,"Garlic Bread, Cheesy Garlic Bread, Side Mac","Breadcrumbs, Parmesan",Garlic Parmesan
4-60,2024-06-04,"Ham, Bacon, Grilled Chicken",Cheddar,"Cheesy Garlic Bread, Side Mac","Parmesan, Onions","Pesto, Garlic Parmesan"
4-59,2024-06-04,"Pulled Pork, Bacon","Pepper Jack, Melted Cheddar",NA,Breadcrumbs,Garlic Parmesan
4-61,2024-06-04,"Brisket, Grilled Chicken",Pepper Jack,Cheesecake,"Mushrooms, Pineapple, Onions","Pesto, Hot Honey, Garlic Parmesan"
4-64,2024-06-04,Grilled Chicken,Cheddar,NA,Broccoli,Garlic Parmesan
4-62,2024-06-04,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
4-63,2024-06-04,"Bacon, Grilled Chicken",Alfredo,Cheesy Garlic Bread,Breadcrumbs,Ranch
4-65,2024-06-04,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",NA
4-66,2024-06-04,"Ham, Bacon",Cheddar,Cheesecake,"Breadcrumbs, Parmesan, Broccoli",NA
4-67,2024-06-04,Grilled Chicken,"Alfredo Mac, Melted Cheddar, Pepper Jack Mac",NA,Broccoli,Garlic Parmesan
4-72,2024-06-04,"Brisket, Bacon",Alfredo,NA,"Breadcrumbs, Pineapple, Parmesan, Broccoli",BBQ
4-73,2024-06-04,Grilled Chicken,Cheddar,NA,Breadcrumbs,NA
5-3,2024-06-05,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",Buffalo
5-5,2024-06-05,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan",NA
5-4,2024-06-05,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan",NA
5-7,2024-06-05,Pulled Pork,MIX,NA,"Breadcrumbs, Parmesan, Onions",BBQ
5-6,2024-06-05,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
5-9,2024-06-05,Bacon,Cheddar,Cheesy Garlic Bread,Parmesan,NA
5-8,2024-06-05,Pulled Pork,Pepper Jack,Garlic Bread,"Breadcrumbs, Parmesan",NA
5-11,2024-06-05,"Bacon, Grilled Chicken",Cheddar,NA,Mushrooms,Hot Honey
5-14,2024-06-05,"Pulled Pork, Brisket, Bacon","Pepper Jack, Cheddar","Cheetos, Cheesecake",Pineapple,BBQ
5-10,2024-06-05,NA,Cheddar,NA,NA,NA
5-13,2024-06-05,"Bacon, Grilled Chicken","Cheddar, Alfredo",NA,"Breadcrumbs, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
5-16,2024-06-05,Brisket,"Melted Pepper Jack, Pepper Jack Mac",Cheesy Garlic Bread,"Mushrooms, Pineapple, Onions",BBQ
5-17,2024-06-05,"Brisket, Grilled Chicken","Cheddar, Alfredo",NA,"Breadcrumbs, Parmesan, Onions","Ranch, Pesto, Garlic Parmesan"
5-21,2024-06-05,"Pulled Pork, Bacon",Cheddar,NA,Breadcrumbs,BBQ
5-19,2024-06-05,Brisket,Cheddar,Cheesy Garlic Bread,Onions,BBQ
5-20,2024-06-05,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan",Garlic Parmesan
5-22,2024-06-05,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan, Onions",Garlic Parmesan
5-18,2024-06-05,"Brisket, Bacon",Cheddar,NA,Breadcrumbs,BBQ
5-29,2024-06-05,NA,Alfredo,NA,Parmesan,"Buffalo, Garlic Parmesan"
5-28,2024-06-05,Pulled Pork,Cheddar,NA,NA,Buffalo
5-30,2024-06-05,Pulled Pork,Cheddar,Cheesy Garlic Bread,Parmesan,"Ranch, Garlic Parmesan"
5-32,2024-06-05,NA,Cheddar,Garlic Bread,NA,NA
5-26,2024-06-05,"Ham, Bacon, Grilled Chicken","Cheddar, Melted Cheddar, Cheddar Mac",NA,"Parmesan, Onions",Buffalo
5-33,2024-06-05,NA,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Hot Honey
5-34,2024-06-05,NA,Cheddar,Garlic Bread,"Onions, Broccoli",Pesto
5-38,2024-06-05,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms",Hot Honey
5-36,2024-06-05,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan",BBQ
5-37,2024-06-05,"Bacon, Grilled Chicken","Pepper Jack, Alfredo",NA,"Breadcrumbs, Onions, Broccoli",Pesto
5-40,2024-06-05,Bacon,Pepper Jack,Any Bag Of Chips,"Breadcrumbs, Broccoli, Pineapple, Onions, Mushrooms, Parmesan",Garlic Parmesan
5-41,2024-06-05,"Brisket, Bacon",Cheddar,"Garlic Bread, Cheesy Garlic Bread",Parmesan,"Ranch, BBQ"
5-42,2024-06-05,Brisket,"Melted Cheddar, Cheddar Mac",Any Bag Of Chips,Parmesan,BBQ
5-44,2024-06-05,"Pulled Pork, Ham, Brisket, Grilled Chicken",Pepper Jack,NA,"Mushrooms, Parmesan","BBQ, Garlic Parmesan"
5-43,2024-06-05,Brisket,Cheddar,Garlic Bread,"Mushrooms, Broccoli",BBQ
5-47,2024-06-05,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
5-46,2024-06-05,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan, Onions, Broccoli",Garlic Parmesan
5-48,2024-06-05,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan","Buffalo, Pesto"
5-50,2024-06-05,"Bacon, Grilled Chicken",MIX,Doritos,Parmesan,Garlic Parmesan
5-49,2024-06-05,Grilled Chicken,"Pepper Jack, Cheddar",Cheesy Garlic Bread,Parmesan,Garlic Parmesan
5-51,2024-06-05,"Pulled Pork, Bacon","Melted Cheddar, Cheddar Mac",NA,Breadcrumbs,Ranch
5-52,2024-06-05,NA,Alfredo,NA,"Breadcrumbs, Parmesan, Onions, Broccoli",Pesto
5-54,2024-06-05,"Brisket, Bacon, Grilled Chicken",Cheddar,NA,Parmesan,"Ranch, Garlic Parmesan"
5-53,2024-06-05,Brisket,"Melted Parmesan, Cheddar Mac",NA,NA,"Ranch, Garlic Parmesan"
5-55,2024-06-05,Brisket,"Melted Parmesan, Cheddar Mac",NA,NA,"Ranch, Garlic Parmesan"
5-56,2024-06-05,Brisket,Cheddar,Garlic Bread,Broccoli,BBQ
5-57,2024-06-05,Grilled Chicken,Pepper Jack,NA,"Bell Peppers, Jalapenos, Broccoli, Onions, Mushrooms","Buffalo, Ranch"
5-60,2024-06-05,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Corn, Parmesan",Garlic Parmesan
5-61,2024-06-05,Pulled Pork,Cheddar,NA,"Jalapenos, Mushrooms",Buffalo
5-62,2024-06-05,Pulled Pork,Cheddar,NA,"Jalapenos, Mushrooms",Buffalo
5-64,2024-06-05,Bacon,Cheddar,NA,"Breadcrumbs, Mushrooms, Parmesan, Bell Peppers",BBQ
5-65,2024-06-05,Grilled Chicken,MIX,"Garlic Bread, Cheesy Garlic Bread, Cheesecake",Jalapenos,NA
5-66,2024-06-05,NA,Cheddar,NA,"Breadcrumbs, Corn, Pineapple, Onions",BBQ
5-71,2024-06-05,"Pulled Pork, Brisket","Cheddar, Alfredo",NA,"Breadcrumbs, Corn, Parmesan","BBQ, Garlic Parmesan"
5-69,2024-06-05,Grilled Chicken,Alfredo,NA,Parmesan,"Pesto, Garlic Parmesan"
5-68,2024-06-05,Ham,Alfredo,Any Bag Of Chips,NA,NA
5-67,2024-06-05,Brisket,Cheddar,NA,"Jalapenos, Onions, Mushrooms, Corn, Parmesan","Ranch, BBQ"
5-70,2024-06-05,Grilled Chicken,Alfredo,Cheesy Garlic Bread,Mushrooms,Ranch
5-72,2024-06-05,NA,NA,Cheesy Garlic Bread,NA,NA
5-73,2024-06-05,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Broccoli","BBQ, Garlic Parmesan"
5-74,2024-06-05,"Brisket, Ham, Bacon","Pepper Jack, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Broccoli","Pesto, BBQ"
5-76,2024-06-05,"Brisket, Bacon","Pepper Jack, Cheddar",Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan",Garlic Parmesan
5-77,2024-06-05,"Bacon, Grilled Chicken",Cheddar,NA,"Jalapenos, Breadcrumbs, Onions",Garlic Parmesan
5-78,2024-06-05,Brisket,Cheddar,NA,NA,BBQ
5-80,2024-06-05,Brisket,Cheddar,Cheesecake,"Breadcrumbs, Parmesan, Broccoli",Garlic Parmesan
5-82,2024-06-05,NA,Melted Pepper Jack,NA,"Jalapenos, Tomatoes, Onions",Garlic Parmesan
5-81,2024-06-05,Bacon,Alfredo,NA,Parmesan,Ranch
5-79,2024-06-05,Pulled Pork,Cheddar,Cheesecake,"Tomatoes, Corn, Broccoli",BBQ
5-83,2024-06-05,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",NA
5-85,2024-06-05,"Brisket, Bacon",Alfredo,NA,"Jalapenos, Mushrooms, Onions, Bell Peppers",Hot Honey
5-86,2024-06-05,NA,Cheddar,Cheesy Garlic Bread,Corn,NA
5-87,2024-06-05,Pulled Pork,"Cheddar, Melted Pepper Jack, Pepper Jack Mac",Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
5-88,2024-06-05,Brisket,Cheddar,NA,"Breadcrumbs, Corn",BBQ
5-89,2024-06-05,NA,NA,Side Mac,NA,NA
5-90,2024-06-05,Bacon,Cheddar,Cheesy Garlic Bread,"Tomatoes, Bell Peppers, Broccoli, Onions, Corn",NA
5-91,2024-06-05,"Pulled Pork, Bacon","Melted Cheddar, Alfredo, Pepper Jack Mac",Any Bag Of Chips,"Breadcrumbs, Tomatoes, Parmesan, Bell Peppers","Ranch, BBQ"
6-2,2024-06-06,Pulled Pork,MIX,NA,"Jalapenos, Breadcrumbs, Parmesan",Buffalo
6-3,2024-06-06,Brisket,Cheddar,Any Bag Of Chips,"Tomatoes, Broccoli, Jalapenos, Pineapple, Onions, Mushrooms, Parmesan","Ranch, Pesto, Hot Honey"
6-4,2024-06-06,Brisket,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Onions",BBQ
6-6,2024-06-06,Brisket,Alfredo,Cheesy Garlic Bread,"Jalapenos, Corn","Buffalo, Ranch"
6-9,2024-06-06,NA,"Cheddar, Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Bell Peppers, Broccoli, Mushrooms, Parmesan",Garlic Parmesan
6-8,2024-06-06,Brisket,Alfredo,Cheesy Garlic Bread,"Jalapenos, Corn","Buffalo, Ranch"
6-10,2024-06-06,Brisket,Alfredo,Cheesy Garlic Bread,"Jalapenos, Corn",Buffalo
6-12,2024-06-06,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Tomatoes, Bell Peppers, Jalapenos, Broccoli, Mushrooms, Corn",BBQ
6-13,2024-06-06,Brisket,Pepper Jack,NA,"Jalapenos, Corn","BBQ, Hot Honey"
6-14,2024-06-06,Brisket,Cheddar,Cheesy Garlic Bread,"Jalapenos, Mushrooms, Parmesan",BBQ
6-15,2024-06-06,"Bacon, Grilled Chicken","Cheddar, Alfredo",NA,"Tomatoes, Mushrooms, Parmesan",Garlic Parmesan
6-16,2024-06-06,NA,NA,"Any Bag Of Chips, Side Mac",NA,NA
6-17,2024-06-06,Grilled Chicken,Alfredo,Garlic Bread,"Parmesan, Broccoli",NA
6-18,2024-06-06,"Pulled Pork, Brisket",Cheddar,NA,Parmesan,BBQ
6-19,2024-06-06,Pulled Pork,Cheddar,Garlic Bread,"Jalapenos, Breadcrumbs",Garlic Parmesan
6-20,2024-06-06,Grilled Chicken,Alfredo,NA,"Tomatoes, Mushrooms, Parmesan, Broccoli",Pesto
6-22,2024-06-06,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Broccoli, Onions, Corn, Parmesan","Ranch, Garlic Parmesan"
6-21,2024-06-06,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
6-23,2024-06-06,Brisket,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Bell Peppers, Pineapple, Onions, Mushrooms, Corn, Parmesan","Pesto, Garlic Parmesan"
6-24,2024-06-06,Pulled Pork,Cheddar,NA,"Tomatoes, Mushrooms, Onions, Bell Peppers",BBQ
6-25,2024-06-06,NA,Cheddar,NA,"Breadcrumbs, Tomatoes, Broccoli, Corn, Parmesan",NA
6-28,2024-06-06,NA,Cheddar,NA,"Jalapenos, Tomatoes, Onions",Buffalo
6-27,2024-06-06,"Bacon, Grilled Chicken",Cheddar,"Cheesy Garlic Bread, Any Bag Of Chips","Jalapenos, Breadcrumbs, Parmesan","Buffalo, Ranch"
6-26,2024-06-06,Bacon,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Parmesan",Pesto
6-29,2024-06-06,Grilled Chicken,MIX,Cheesy Garlic Bread,"Breadcrumbs, Onions, Mushrooms, Corn, Parmesan","Ranch, BBQ, Hot Honey"
6-30,2024-06-06,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
6-35,2024-06-06,Brisket,MIX,Cheesy Garlic Bread,Breadcrumbs,NA
6-31,2024-06-06,Brisket,"Melted Cheddar, Cheddar Mac",NA,Tomatoes,NA
6-34,2024-06-06,Pulled Pork,Cheddar,NA,Jalapenos,BBQ
6-32,2024-06-06,"Brisket, Bacon",Pepper Jack,Cheesecake,"Jalapenos, Onions",NA
6-37,2024-06-06,Brisket,"Melted Cheddar, Cheddar Mac",Any Bag Of Chips,NA,NA
6-36,2024-06-06,Grilled Chicken,Alfredo,Garlic Bread,"Mushrooms, Parmesan",Pesto
6-38,2024-06-06,Grilled Chicken,Cheddar,"Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Corn, Parmesan, Pineapple",Garlic Parmesan
6-39,2024-06-06,Brisket,Pepper Jack,NA,"Jalapenos, Breadcrumbs, Parmesan, Onions","Ranch, Garlic Parmesan"
6-40,2024-06-06,NA,Alfredo,Cheesy Garlic Bread,"Tomatoes, Broccoli, Jalapenos, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
6-41,2024-06-06,"Brisket, Bacon, Grilled Chicken","Cheddar, Pepper Jack","Cheesy Garlic Bread, Cheesecake, Side Mac","Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Pineapple, Onions, Mushrooms, Corn, Parmesan","Buffalo, Ranch, Pesto, Garlic Parmesan"
6-42,2024-06-06,Brisket,MIX,Cheesecake,"Breadcrumbs, Tomatoes, Onions",Garlic Parmesan
6-43,2024-06-06,Brisket,Cheddar,Cheesy Garlic Bread,"Tomatoes, Broccoli",NA
6-44,2024-06-06,NA,"Pepper Jack, Cheddar","Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Bell Peppers, Onions, Mushrooms, Corn, Parmesan","Pesto, Garlic Parmesan"
6-45,2024-06-06,NA,NA,"Cheesy Garlic Bread, Cheesecake",NA,NA
6-47,2024-06-06,NA,Pepper Jack,Cheesy Garlic Bread,Parmesan,Buffalo
6-48,2024-06-06,NA,NA,"Cheesecake, Side Mac",NA,NA
6-46,2024-06-06,Pulled Pork,"Cheddar, Pepper Jack","Garlic Bread, Cheesy Garlic Bread, Cheesecake, Side Mac","Parmesan, Onions",BBQ
6-52,2024-06-06,NA,Alfredo,NA,"Breadcrumbs, Mushrooms, Parmesan, Onions",Hot Honey
6-51,2024-06-06,Brisket,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Corn, Parmesan, Onions","BBQ, Hot Honey"
6-50,2024-06-06,Brisket,Alfredo,NA,Breadcrumbs,"Ranch, Hot Honey, Garlic Parmesan"
6-53,2024-06-06,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Ranch
6-54,2024-06-06,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",BBQ
6-55,2024-06-06,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Jalapenos, Parmesan, Bell Peppers","Buffalo, Hot Honey"
6-56,2024-06-06,Grilled Chicken,"Cheddar, Alfredo",NA,"Tomatoes, Bell Peppers, Broccoli, Mushrooms, Parmesan",Garlic Parmesan
6-57,2024-06-06,NA,Alfredo,NA,"Breadcrumbs, Parmesan",NA
6-58,2024-06-06,Bacon,"Cheddar, Alfredo",Garlic Bread,"Breadcrumbs, Parmesan, Broccoli",Garlic Parmesan
6-59,2024-06-06,NA,Pepper Jack,Cheesecake,Breadcrumbs,Hot Honey
6-60,2024-06-06,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,Breadcrumbs,"Buffalo, Ranch"
6-66,2024-06-06,Grilled Chicken,Cheddar,NA,Bell Peppers,Ranch
6-69,2024-06-06,Bacon,Cheddar,NA,NA,NA
6-71,2024-06-06,Brisket,Melted Cheddar,NA,NA,Hot Honey
6-70,2024-06-06,Pulled Pork,Cheddar,Garlic Bread,"Mushrooms, Tomatoes",BBQ
6-73,2024-06-06,"Ham, Brisket, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Parmesan",Buffalo
6-74,2024-06-06,Pulled Pork,Melted Pepper Jack,Side Mac,Breadcrumbs,Ranch
6-75,2024-06-06,Bacon,"Cheddar, Melted Cheddar",Cheesy Garlic Bread,Breadcrumbs,NA
6-76,2024-06-06,Ham,Cheddar,Garlic Bread,"Mushrooms, Parmesan",Ranch
6-77,2024-06-06,NA,Pepper Jack,Side Mac,"Breadcrumbs, Parmesan",NA
6-79,2024-06-06,"Ham, Brisket, Bacon",Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Parmesan, Onions",Ranch
6-82,2024-06-06,Brisket,Cheddar,Cheesy Garlic Bread,Mushrooms,NA
6-81,2024-06-06,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Pineapple",Garlic Parmesan
6-83,2024-06-06,Bacon,Pepper Jack,Cheesy Garlic Bread,Breadcrumbs,Hot Honey
6-85,2024-06-06,Brisket,Cheddar,NA,"Breadcrumbs, Tomatoes, Jalapenos, Onions, Corn, Parmesan",BBQ
6-84,2024-06-06,Bacon,Pepper Jack,NA,"Breadcrumbs, Broccoli, Onions, Corn, Parmesan",Pesto
6-89,2024-06-06,Brisket,MIX,Cheesecake,NA,BBQ
6-86,2024-06-06,NA,Cheddar,NA,"Breadcrumbs, Broccoli, Onions, Mushrooms, Corn, Parmesan","Buffalo, Garlic Parmesan"
6-87,2024-06-06,NA,Pepper Jack,NA,"Jalapenos, Mushrooms, Breadcrumbs, Onions","Ranch, Garlic Parmesan"
6-90,2024-06-06,NA,Alfredo,Any Bag Of Chips,"Jalapenos, Mushrooms, Parmesan, Broccoli",Garlic Parmesan
6-92,2024-06-06,Bacon,"Cheddar, Alfredo",NA,"Breadcrumbs, Parmesan",NA
6-95,2024-06-06,NA,"MIX, Melted Cheddar",NA,"Jalapenos, Breadcrumbs, Corn, Parmesan",BBQ
6-91,2024-06-06,Grilled Chicken,"Cheddar, Alfredo",NA,"Jalapenos, Mushrooms, Breadcrumbs, Broccoli",Garlic Parmesan
6-97,2024-06-06,Grilled Chicken,"Alfredo Mac, MIXED Melted Cheese","Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Parmesan, Onions, Bell Peppers",Garlic Parmesan
6-96,2024-06-06,"Brisket, Grilled Chicken","Pepper Jack, Alfredo",Garlic Bread,"Breadcrumbs, Broccoli, Jalapenos, Corn, Parmesan",BBQ
6-99,2024-06-06,"Brisket, Bacon","Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Corn","Ranch, BBQ, Garlic Parmesan"
6-100,2024-06-06,Bacon,Cheddar,NA,Breadcrumbs,NA
6-101,2024-06-06,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Bell Peppers, Jalapenos, Broccoli, Onions, Mushrooms, Parmesan",Pesto
6-98,2024-06-06,NA,NA,Cheesecake,NA,NA
6-102,2024-06-06,NA,NA,Cheesecake,NA,NA
6-103,2024-06-06,Bacon,Alfredo,Cheesecake,"Jalapenos, Mushrooms, Breadcrumbs, Parmesan","Ranch, Hot Honey"
7-4,2024-06-07,NA,MIX,Cheesy Garlic Bread,"Mushrooms, Parmesan",Garlic Parmesan
7-7,2024-06-07,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Broccoli",NA
7-5,2024-06-07,"Brisket, Bacon",Cheddar,NA,Breadcrumbs,"Ranch, BBQ"
7-6,2024-06-07,Pulled Pork,Cheddar,NA,"Onions, Bell Peppers",BBQ
7-8,2024-06-07,"Brisket, Bacon",Cheddar,NA,Parmesan,"BBQ, Garlic Parmesan"
7-9,2024-06-07,"Pulled Pork, Ham, Bacon, Grilled Chicken","Cheddar, MIX, Alfredo","Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Parmesan, Broccoli","Ranch, BBQ, Garlic Parmesan"
7-10,2024-06-07,"Brisket, Bacon",Cheddar,NA,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
7-11,2024-06-07,Grilled Chicken,Cheddar,NA,"Tomatoes, Broccoli, Jalapenos, Bell Peppers, Onions, Mushrooms, Corn",Pesto
7-12,2024-06-07,Brisket,Alfredo,NA,Parmesan,Garlic Parmesan
7-13,2024-06-07,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Tomatoes, Parmesan, Bell Peppers",Pesto
7-16,2024-06-07,NA,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
7-14,2024-06-07,Ham,Cheddar,NA,"Jalapenos, Breadcrumbs, Corn, Parmesan",Hot Honey
7-15,2024-06-07,"Pulled Pork, Brisket",Alfredo,NA,"Breadcrumbs, Bell Peppers, Jalapenos, Onions, Mushrooms, Parmesan",Ranch
7-18,2024-06-07,Pulled Pork,Cheddar,NA,Breadcrumbs,BBQ
7-17,2024-06-07,Brisket,Alfredo,NA,"Jalapenos, Parmesan",BBQ
7-19,2024-06-07,Pulled Pork,Cheddar,NA,NA,BBQ
7-21,2024-06-07,Brisket,Melted Cheddar,Any Bag Of Chips,NA,BBQ
7-22,2024-06-07,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",NA
7-24,2024-06-07,Ham,Cheddar,NA,"Breadcrumbs, Tomatoes, Corn, Parmesan","Ranch, Garlic Parmesan"
7-26,2024-06-07,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Jalapenos, Onions, Mushrooms, Parmesan","Buffalo, Ranch"
7-28,2024-06-07,Grilled Chicken,Cheddar,NA,"Corn, Parmesan","Buffalo, Ranch"
7-27,2024-06-07,Grilled Chicken,Cheddar,NA,NA,"Buffalo, Ranch"
7-25,2024-06-07,Brisket,Cheddar,NA,"Breadcrumbs, Tomatoes, Jalapenos, Onions, Corn, Parmesan",BBQ
7-29,2024-06-07,"Brisket, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
7-30,2024-06-07,Brisket,MIX,Garlic Bread,"Jalapenos, Breadcrumbs, Onions",BBQ
7-34,2024-06-07,Brisket,MIX,Garlic Bread,"Jalapenos, Breadcrumbs, Pineapple, Onions",BBQ
7-33,2024-06-07,Brisket,Cheddar,NA,NA,NA
7-35,2024-06-07,Brisket,Cheddar,NA,NA,NA
7-36,2024-06-07,Grilled Chicken,"Cheddar, Melted Cheddar",Garlic Bread,"Breadcrumbs, Tomatoes, Bell Peppers, Jalapenos, Onions, Parmesan",BBQ
7-37,2024-06-07,Brisket,Cheddar,Cheesecake,"Parmesan, Onions",BBQ
7-38,2024-06-07,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
7-39,2024-06-07,"Bacon, Grilled Chicken",Cheddar,Any Bag Of Chips,NA,"Buffalo, Ranch"
7-42,2024-06-07,Brisket,Cheddar,NA,"Jalapenos, Corn",BBQ
7-43,2024-06-07,"Brisket, Bacon, Grilled Chicken","Pepper Jack, Cheddar","Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Bell Peppers, Onions, Mushrooms, Parmesan","Buffalo, BBQ, Garlic Parmesan"
7-44,2024-06-07,Brisket,Cheddar,NA,Parmesan,BBQ
7-46,2024-06-07,Pulled Pork,Cheddar,NA,"Breadcrumbs, Jalapenos, Onions, Mushrooms, Parmesan",BBQ
7-47,2024-06-07,Brisket,Cheddar,NA,"Tomatoes, Onions, Bell Peppers",BBQ
7-48,2024-06-07,Brisket,Cheddar,NA,Parmesan,"Ranch, BBQ"
7-45,2024-06-07,NA,NA,Cheesecake,NA,NA
7-49,2024-06-07,NA,NA,Cheesecake,NA,NA
7-50,2024-06-07,NA,Cheddar,NA,"Tomatoes, Mushrooms, Parmesan, Broccoli",Garlic Parmesan
7-52,2024-06-07,NA,Cheddar,NA,"Broccoli, Jalapenos, Onions, Mushrooms, Parmesan","BBQ, Hot Honey"
