order number,date,meat,cheese,sides,toppings,sauce
11-71,2024-07-11,Grilled Chicken,Cheddar,NA,Breadcrumbs,Buffalo
11-72,2024-07-11,NA,Cheddar,NA,"Parmesan, Breadcrumbs","Garlic Parmesan, Hot Honey"
11-73,2024-07-11,Bacon,Cheddar,NA,Bell Peppers,NA
11-77,2024-07-11,Grilled Chicken,Alfredo,NA,"Corn, Breadcrumbs, Tomatoes, Broccoli, Onions, Parmesan, Mushrooms",Hot Honey
11-75,2024-07-11,Brisket,Alfredo,"Garlic Bread, Cheesy Garlic Bread",Parmesan,BBQ
11-76,2024-07-11,Grilled Chicken,"Pepper Jack Mac, Melted Cheddar",NA,Bell Peppers,Garlic Parmesan
11-78,2024-07-11,Ham,Pepper Jack,Cheesy Garlic Bread,"Corn, Breadcrumbs, Jalapenos, Pineapple, Mushrooms","Garlic Parmesan, Hot Honey"
11-79,2024-07-11,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Onions, Corn, Breadcrumbs, Mushrooms",NA
11-82,2024-07-11,NA,"Garden Mac (Cheddar, Broccoli, Tomatos, Ranch)",NA,NA,NA
12-2,2024-07-12,NA,"Melted Pepper Jack, Alfredo Mac",Cheesy Garlic Bread,"Corn, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Pesto, Ranch, Garlic Parmesan"
12-3,2024-07-12,"Grilled Chicken, Brisket","Melted Cheddar, Pepper Jack",Cheesy Garlic Bread,"Onions, Bell Peppers",BBQ
12-5,2024-07-12,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Corn, Bell Peppers, Tomatoes",NA
12-4,2024-07-12,NA,Pepper Jack,NA,"Parmesan, Corn, Broccoli, Breadcrumbs","Pesto, Garlic Parmesan"
12-11,2024-07-12,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
12-7,2024-07-12,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Onions,BBQ
12-14,2024-07-12,Pulled Pork,Cheddar,NA,Pineapple,BBQ
12-16,2024-07-12,Brisket,Cheddar,NA,NA,BBQ
12-17,2024-07-12,Pulled Pork,Cheddar,Garlic Bread,"Onions, Corn, Bell Peppers, Tomatoes",BBQ
12-12,2024-07-12,"Bacon, Grilled Chicken",Cheddar,Garlic Bread,"Parmesan, Corn, Broccoli, Mushrooms",NA
12-18,2024-07-12,Grilled Chicken,Cheddar,NA,"Parmesan, Broccoli, Breadcrumbs",Hot Honey
12-19,2024-07-12,"Grilled Chicken, Ham",Cheddar,Cheesy Garlic Bread,"Onions, Bell Peppers, Breadcrumbs",BBQ
12-20,2024-07-12,Grilled Chicken,Cheddar,Garlic Bread,"Mushrooms, Breadcrumbs, Tomatoes",Garlic Parmesan
12-22,2024-07-12,"Grilled Chicken, Brisket","Alfredo, Pepper Jack",NA,"Corn, Breadcrumbs, Broccoli, Onions, Bell Peppers, Parmesan, Mushrooms","Garlic Parmesan, BBQ"
12-23,2024-07-12,NA,Pepper Jack,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
12-27,2024-07-12,Brisket,"Melted Cheddar, Cheddar",NA,"Corn, Tomatoes",BBQ
12-26,2024-07-12,NA,Cheddar,NA,Parmesan,Pesto
12-29,2024-07-12,"Pulled Pork, Brisket",Pepper Jack,NA,"Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, Ranch"
12-28,2024-07-12,"Bacon, Ham",Alfredo,NA,"Breadcrumbs, Broccoli, Jalapenos, Parmesan, Mushrooms","Pesto, Garlic Parmesan"
12-30,2024-07-12,Brisket,Cheddar,NA,"Bell Peppers, Parmesan, Broccoli, Breadcrumbs",BBQ
12-31,2024-07-12,Bacon,Alfredo,Cheesy Garlic Bread,Parmesan,"Ranch, Garlic Parmesan"
12-32,2024-07-12,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
12-33,2024-07-12,Brisket,Cheddar,NA,"Parmesan, Corn, Breadcrumbs, Mushrooms",BBQ
12-35,2024-07-12,"Grilled Chicken, Brisket, Pulled Pork","Cheddar, Pepper Jack, Alfredo","Doritos, Lays Barbecue, Cheesy Garlic Bread","Onions, Bell Peppers, Pineapple, Jalapenos","Pesto, Garlic Parmesan, BBQ, Hot Honey"
12-36,2024-07-12,Pulled Pork,Pepper Jack,NA,"Onions, Parmesan, Mushrooms","Garlic Parmesan, BBQ"
12-34,2024-07-12,"Ham, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Jalapenos, Onions, Broccoli","Pesto, Garlic Parmesan"
12-37,2024-07-12,"Bacon, Brisket",Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Parmesan, Breadcrumbs",Hot Honey
12-38,2024-07-12,"Bacon, Grilled Chicken",Alfredo,Lays Classic,Breadcrumbs,NA
12-39,2024-07-12,"Ham, Pulled Pork","Cheddar, Pepper Jack",NA,"Parmesan, Broccoli, Breadcrumbs, Mushrooms","Ranch, Hot Honey"
12-41,2024-07-12,Pulled Pork,"Cheddar, Alfredo",Cheesy Garlic Bread,Broccoli,BBQ
12-42,2024-07-12,"Bacon, Brisket","Melted Cheddar, Cheddar Mac",Garlic Bread,"Onions, Parmesan, Breadcrumbs",Garlic Parmesan
12-44,2024-07-12,"Pulled Pork, Brisket",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
12-43,2024-07-12,Brisket,Melted Pepper Jack,NA,NA,"Garlic Parmesan, BBQ"
12-45,2024-07-12,NA,Cheddar,Cheesy Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Broccoli, Bell Peppers, Parmesan",Garlic Parmesan
12-48,2024-07-12,NA,NA,Cheesecake,NA,NA
12-46,2024-07-12,Grilled Chicken,Cheddar,NA,"Parmesan, Broccoli, Breadcrumbs",NA
12-47,2024-07-12,"Bacon, Grilled Chicken",Alfredo,Any Bag Of Chips,"Parmesan, Breadcrumbs",NA
12-50,2024-07-12,Ham,Alfredo,NA,Onions,"Pesto, Garlic Parmesan"
12-51,2024-07-12,Brisket,Cheddar,Garlic Bread,"Corn, Broccoli",BBQ
12-52,2024-07-12,Brisket,"Melted Cheddar, Cheddar",Cheesecake,"Onions, Parmesan, Broccoli",BBQ
12-55,2024-07-12,"Pulled Pork, Brisket","Cheddar, Pepper Jack",Cheesecake,Jalapenos,"Buffalo, Garlic Parmesan"
12-56,2024-07-12,Grilled Chicken,Cheddar,NA,"Bell Peppers, Broccoli, Breadcrumbs",Garlic Parmesan
12-57,2024-07-12,Grilled Chicken,Cheddar,NA,"Bell Peppers, Broccoli",Garlic Parmesan
12-59,2024-07-12,NA,Cheddar,NA,"Onions, Corn, Breadcrumbs, Parmesan",Garlic Parmesan
12-58,2024-07-12,"Bacon, Grilled Chicken","Cheddar, Alfredo",Lays Classic,"Onions, Corn","Ranch, Garlic Parmesan"
12-60,2024-07-12,"Bacon, Brisket","Cheddar, Pepper Jack",NA,"Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan","Pesto, BBQ"
12-61,2024-07-12,"Bacon, Pulled Pork",Pepper Jack,Garlic Bread,"Jalapenos, Parmesan, Breadcrumbs",Ranch
12-62,2024-07-12,Brisket,Pepper Jack,NA,Parmesan,BBQ
12-65,2024-07-12,Brisket,Cheddar,Garlic Bread,"Onions, Corn, Breadcrumbs, Parmesan",Ranch
12-64,2024-07-12,Bacon,Cheddar,NA,Corn,BBQ
12-66,2024-07-12,"Grilled Chicken, Brisket","Melted Pepper Jack, Pepper Jack","Cheesecake, Cheesy Garlic Bread","Parmesan, Tomatoes","BBQ, Hot Honey"
12-67,2024-07-12,Bacon,Alfredo,NA,"Onions, Parmesan",Hot Honey
12-68,2024-07-12,Bacon,Cheddar,Cheesy Garlic Bread,"Corn, Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan","Garlic Parmesan, BBQ"
12-69,2024-07-12,Brisket,"Cheddar, Melted Pepper Jack, Pepper Jack","Cheesy Garlic Bread, Cheesecake","Onions, Pineapple",Hot Honey
12-70,2024-07-12,"Grilled Chicken, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs",Buffalo
12-72,2024-07-12,Brisket,Cheddar,NA,"Corn, Breadcrumbs, Tomatoes, Broccoli, Onions",Garlic Parmesan
12-73,2024-07-12,NA,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs, Jalapenos","Ranch, Garlic Parmesan"
12-74,2024-07-12,Bacon,Cheddar,Cheesy Garlic Bread,"Jalapenos, Parmesan, Pineapple",Hot Honey
12-75,2024-07-12,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
12-77,2024-07-12,Grilled Chicken,Cheddar,Garlic Bread,Breadcrumbs,"Buffalo, Ranch"
12-76,2024-07-12,Grilled Chicken,Cheddar,NA,Corn,Ranch
12-79,2024-07-12,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs, Tomatoes","Pesto, Garlic Parmesan"
12-81,2024-07-12,Bacon,Cheddar,NA,"Parmesan, Corn, Breadcrumbs","Buffalo, Garlic Parmesan"
12-78,2024-07-12,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
12-80,2024-07-12,Pulled Pork,Pepper Jack,NA,"Onions, Parmesan, Breadcrumbs",Garlic Parmesan
12-82,2024-07-12,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs","Ranch, Garlic Parmesan"
12-84,2024-07-12,Pulled Pork,Cheddar,NA,"Parmesan, Corn","Ranch, BBQ"
12-85,2024-07-12,"Bacon, Grilled Chicken, Ham",Cheddar,NA,"Jalapenos, Parmesan, Breadcrumbs","Buffalo, Ranch, BBQ"
12-86,2024-07-12,Grilled Chicken,Alfredo,Cheesecake,Broccoli,NA
12-87,2024-07-12,"Bacon, Grilled Chicken, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
12-88,2024-07-12,Pulled Pork,Cheddar,NA,"Corn, Breadcrumbs",BBQ
12-89,2024-07-12,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Broccoli,Garlic Parmesan
12-90,2024-07-12,"Bacon, Brisket",Cheddar,NA,"Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan",Garlic Parmesan
12-91,2024-07-12,"Bacon, Grilled Chicken",Cheddar,NA,"Parmesan, Breadcrumbs","Ranch, BBQ"
12-92,2024-07-12,Brisket,Cheddar,Cheesy Garlic Bread,"Corn, Breadcrumbs","Pesto, Hot Honey"
12-94,2024-07-12,Brisket,Alfredo,Cheesy Garlic Bread,Parmesan,Pesto
12-93,2024-07-12,"Bacon, Grilled Chicken","Cheddar, Pepper Jack, Alfredo",NA,"Jalapenos, Pineapple","Buffalo, BBQ"
12-96,2024-07-12,Bacon,Cheddar,"Any Bag Of Chips, Cheesy Garlic Bread",Parmesan,NA
12-95,2024-07-12,"Ham, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Jalapenos, Onions, Corn, Breadcrumbs","BBQ, Hot Honey"
12-97,2024-07-12,"Grilled Chicken, Brisket",Alfredo,Cheesy Garlic Bread,"Parmesan, Corn, Breadcrumbs","Ranch, Garlic Parmesan"
12-98,2024-07-12,Brisket,Alfredo,Cheesy Garlic Bread,"Onions, Breadcrumbs, Jalapenos",BBQ
12-1,2024-07-12,NA,NA,Doritos,NA,NA
13-3,2024-07-13,Ham,Alfredo,NA,Pineapple,NA
13-4,2024-07-13,"Pulled Pork, Ham","Cheddar, Pepper Jack",NA,"Breadcrumbs, Broccoli, Onions, Bell Peppers, Parmesan, Mushrooms","Garlic Parmesan, BBQ"
13-2,2024-07-13,"Bacon, Grilled Chicken",MIX,NA,"Parmesan, Pineapple",BBQ
13-6,2024-07-13,"Grilled Chicken, Pulled Pork",Cheddar,Garlic Bread,"Parmesan, Broccoli, Breadcrumbs",BBQ
13-7,2024-07-13,Brisket,Cheddar,Garlic Bread,"Parmesan, Corn, Breadcrumbs",Hot Honey
13-9,2024-07-13,Grilled Chicken,Cheddar,NA,"Bell Peppers, Broccoli",Pesto
13-8,2024-07-13,Brisket,"Cheddar Mac, Cheddar, Melted Pepper Jack","Any Bag Of Chips, Cheesy Garlic Bread","Jalapenos, Broccoli, Breadcrumbs","Ranch, Hot Honey"
13-11,2024-07-13,"Grilled Chicken, Brisket","Cheddar, Alfredo",Cheesy Garlic Bread,"Jalapenos, Broccoli, Mushrooms","Buffalo, Pesto"
13-12,2024-07-13,NA,Alfredo,NA,Parmesan,Pesto
13-14,2024-07-13,"Grilled Chicken, Brisket",Pepper Jack,NA,Mushrooms,"Buffalo, Ranch"
13-15,2024-07-13,Grilled Chicken,Cheddar,NA,"Parmesan, Corn, Breadcrumbs",Ranch
13-16,2024-07-13,"Grilled Chicken, Brisket","Cheddar, Pepper Jack",NA,"Onions, Jalapenos","Buffalo, Ranch, BBQ"
13-17,2024-07-13,"Pulled Pork, Grilled Chicken, Brisket","Melted Cheddar, Cheddar, Cheddar Mac, Alfredo",NA,"Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Parmesan, Mushrooms","Garlic Parmesan, BBQ"
13-18,2024-07-13,Bacon,Cheddar,Garlic Bread,"Corn, Broccoli, Pineapple, Mushrooms",BBQ
13-21,2024-07-13,Brisket,"Pepper Jack Mac, Cheddar, Melted Pepper Jack","Garlic Bread, Cheesy Garlic Bread",Parmesan,"Garlic Parmesan, BBQ"
13-20,2024-07-13,Grilled Chicken,Alfredo,NA,Breadcrumbs,BBQ
13-19,2024-07-13,Brisket,Pepper Jack,NA,"Onions, Broccoli, Breadcrumbs",BBQ
13-23,2024-07-13,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Onions, Corn","Pesto, BBQ"
13-24,2024-07-13,"Grilled Chicken, Brisket, Pulled Pork","Cheddar, Alfredo",NA,"Onions, Broccoli, Corn, Bell Peppers","Garlic Parmesan, BBQ"
13-22,2024-07-13,"Bacon, Grilled Chicken, Ham",Cheddar,"Side Mac, Cheesy Garlic Bread","Parmesan, Corn, Breadcrumbs","Garlic Parmesan, BBQ"
13-25,2024-07-13,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Tomatoes, Onions, Bell Peppers, Parmesan",Ranch
13-26,2024-07-13,Brisket,Pepper Jack,Cheesy Garlic Bread,"Bell Peppers, Breadcrumbs",BBQ
13-27,2024-07-13,"Bacon, Grilled Chicken","Cheddar, Alfredo",Garlic Bread,"Corn, Breadcrumbs, Broccoli, Parmesan, Mushrooms","Garlic Parmesan, Ranch"
13-28,2024-07-13,Brisket,"Melted Cheddar, Cheddar",Cheesy Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Onions, Parmesan, Mushrooms",Garlic Parmesan
13-29,2024-07-13,"Grilled Chicken, Pulled Pork","Cheddar, Pepper Jack",NA,"Corn, Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan","Garlic Parmesan, BBQ"
13-30,2024-07-13,Pulled Pork,Cheddar,NA,"Corn, Tomatoes, Jalapenos, Onions, Bell Peppers",BBQ
13-31,2024-07-13,Brisket,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Mushrooms",Pesto
13-32,2024-07-13,"Grilled Chicken, Brisket",Cheddar,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs, Mushrooms","Garlic Parmesan, BBQ"
13-33,2024-07-13,Grilled Chicken,Cheddar,Cheesecake,"Parmesan, Mushrooms","Garlic Parmesan, BBQ"
13-34,2024-07-13,"Bacon, Grilled Chicken","Melted Cheddar, Cheddar",Cheesy Garlic Bread,Breadcrumbs,Garlic Parmesan
13-35,2024-07-13,"Bacon, Brisket",Pepper Jack,Cheesy Garlic Bread,Jalapenos,BBQ
13-36,2024-07-13,NA,NA,Cheesecake,NA,NA
13-37,2024-07-13,"Bacon, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
13-39,2024-07-13,Brisket,Alfredo,Cheesy Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Onions, Parmesan","Ranch, BBQ"
13-38,2024-07-13,Brisket,Cheddar,Any Bag Of Chips,"Onions, Parmesan, Broccoli, Breadcrumbs","Ranch, BBQ"
13-40,2024-07-13,Pulled Pork,Pepper Jack,NA,"Onions, Corn, Bell Peppers",BBQ
13-41,2024-07-13,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Corn, Broccoli, Breadcrumbs",NA
13-43,2024-07-13,Pulled Pork,Pepper Jack,Cheesecake,"Jalapenos, Corn, Breadcrumbs, Parmesan",Buffalo
13-42,2024-07-13,"Grilled Chicken, Pulled Pork","Cheddar, Pepper Jack",NA,"Corn, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers","Garlic Parmesan, BBQ"
13-44,2024-07-13,"Bacon, Grilled Chicken","Melted Cheddar, Melted Pepper Jack, Alfredo","Side Mac, Cheesy Garlic Bread","Onions, Parmesan, Broccoli, Breadcrumbs","Ranch, BBQ"
13-46,2024-07-13,Pulled Pork,Pepper Jack,Any Bag Of Chips,Jalapenos,Garlic Parmesan
13-48,2024-07-13,Pulled Pork,Pepper Jack,NA,NA,BBQ
13-50,2024-07-13,Grilled Chicken,"Melted Cheddar, Alfredo Mac",NA,"Parmesan, Breadcrumbs",BBQ
13-49,2024-07-13,"Pulled Pork, Grilled Chicken",Cheddar,NA,"Bell Peppers, Broccoli, Breadcrumbs, Mushrooms","Buffalo, BBQ"
13-52,2024-07-13,Brisket,Cheddar,Cheesy Garlic Bread,NA,Garlic Parmesan
13-53,2024-07-13,Brisket,Alfredo,NA,Parmesan,Buffalo
13-55,2024-07-13,Pulled Pork,Pepper Jack,"Garlic Bread, Cheesy Garlic Bread",Breadcrumbs,"Buffalo, Ranch"
13-54,2024-07-13,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Onions, Parmesan, Mushrooms","Pesto, Garlic Parmesan"
13-56,2024-07-13,Brisket,Pepper Jack,NA,"Corn, Breadcrumbs, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan",Ranch
13-57,2024-07-13,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Parmesan, Mushrooms",NA
13-58,2024-07-13,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Corn, Broccoli",NA
13-59,2024-07-13,Brisket,Cheddar,NA,Onions,"Pesto, Garlic Parmesan"
13-61,2024-07-13,Grilled Chicken,Pepper Jack,"Garlic Bread, Cheesy Garlic Bread","Parmesan, Breadcrumbs",Hot Honey
13-65,2024-07-13,Bacon,Cheddar,Garlic Bread,"Onions, Parmesan, Bell Peppers, Mushrooms",Hot Honey
13-63,2024-07-13,Pulled Pork,Cheddar,NA,"Corn, Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan",Garlic Parmesan
13-62,2024-07-13,"Bacon, Grilled Chicken, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch"
13-64,2024-07-13,"Bacon, Brisket",Cheddar,NA,"Parmesan, Corn, Breadcrumbs",Garlic Parmesan
13-66,2024-07-13,"Grilled Chicken, Brisket","Cheddar, Alfredo","Garlic Bread, Cheesy Garlic Bread","Parmesan, Broccoli, Breadcrumbs","Garlic Parmesan, BBQ"
13-70,2024-07-13,Grilled Chicken,Pepper Jack,NA,"Corn, Broccoli, Jalapenos, Bell Peppers, Mushrooms",NA
13-69,2024-07-13,Brisket,Cheddar,NA,Corn,Hot Honey
13-68,2024-07-13,"Bacon, Brisket",Pepper Jack,NA,"Jalapenos, Breadcrumbs",Ranch
13-67,2024-07-13,"Bacon, Brisket",Cheddar,NA,Onions,BBQ
13-74,2024-07-13,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs",NA
13-73,2024-07-13,Brisket,Cheddar,NA,"Jalapenos, Parmesan, Breadcrumbs",BBQ
13-71,2024-07-13,Bacon,Cheddar,NA,Breadcrumbs,Hot Honey
13-72,2024-07-13,Brisket,Cheddar,NA,"Onions, Parmesan, Bell Peppers",BBQ
13-75,2024-07-13,Grilled Chicken,Melted Cheddar,NA,NA,"Buffalo, Ranch"
13-76,2024-07-13,Grilled Chicken,Cheddar,NA,"Parmesan, Corn, Broccoli","Ranch, BBQ"
13-77,2024-07-13,Brisket,Cheddar,Cheesy Garlic Bread,Onions,"Ranch, BBQ"
13-79,2024-07-13,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs",Buffalo
13-78,2024-07-13,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs, Mushrooms",NA
13-87,2024-07-13,"Bacon, Brisket","Melted Cheddar, Cheddar, Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Onions, Jalapenos, Parmesan","Garlic Parmesan, BBQ"
13-89,2024-07-13,Brisket,Cheddar,NA,"Corn, Tomatoes, Broccoli, Bell Peppers, Parmesan",Hot Honey
13-90,2024-07-13,Bacon,"Melted Cheddar, Cheddar Mac",NA,"Parmesan, Breadcrumbs",NA
13-93,2024-07-13,Grilled Chicken,"Melted Cheddar, Cheddar, Cheddar Mac",Cheesy Garlic Bread,Jalapenos,"Buffalo, Ranch"
13-92,2024-07-13,"Bacon, Grilled Chicken, Brisket","Cheddar, Alfredo",Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Ranch, BBQ"
13-91,2024-07-13,"Bacon, Grilled Chicken","Cheddar Mac, Melted Parmesan, Alfredo","Garlic Bread, Any Bag Of Chips","Parmesan, Breadcrumbs",Garlic Parmesan
13-94,2024-07-13,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
13-95,2024-07-13,Brisket,Pepper Jack,Cheesy Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Mushrooms","Pesto, Garlic Parmesan"
13-100,2024-07-13,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
13-101,2024-07-13,Brisket,Pepper Jack,NA,"Onions, Breadcrumbs",BBQ
13-103,2024-07-13,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Parmesan, Broccoli",Ranch
13-102,2024-07-13,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
14-2,2024-07-14,Brisket,"Cheddar, Pepper Jack",NA,"Onions, Breadcrumbs",Buffalo
14-3,2024-07-14,"Bacon, Grilled Chicken, Brisket","Cheddar, Alfredo",NA,"Corn, Breadcrumbs, Broccoli, Jalapenos, Onions, Bell Peppers, Parmesan, Pineapple, Mushrooms","Buffalo, Garlic Parmesan, BBQ"
14-4,2024-07-14,NA,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",NA
14-5,2024-07-14,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Onions, Jalapenos, Parmesan, Pineapple","BBQ, Hot Honey"
14-6,2024-07-14,"Bacon, Brisket","Cheddar Mac, Cheddar, Melted Pepper Jack",NA,"Parmesan, Breadcrumbs","Ranch, BBQ"
14-7,2024-07-14,Brisket,Cheddar,Cheesy Garlic Bread,"Corn, Breadcrumbs, Bell Peppers, Parmesan, Mushrooms",BBQ
14-8,2024-07-14,Brisket,Pepper Jack,NA,"Onions, Broccoli, Breadcrumbs",BBQ
14-10,2024-07-14,"Grilled Chicken, Pulled Pork",Cheddar,NA,"Onions, Parmesan, Breadcrumbs","Buffalo, BBQ"
14-12,2024-07-14,Brisket,Pepper Jack,NA,"Onions, Broccoli, Breadcrumbs",BBQ
14-11,2024-07-14,Ham,Cheddar,NA,"Parmesan, Broccoli, Breadcrumbs",NA
14-13,2024-07-14,"Bacon, Pulled Pork, Brisket","Cheddar, Alfredo","Doritos, Lays Barbecue","Tomatoes, Onions, Bell Peppers, Parmesan, Mushrooms","Pesto, Ranch, Garlic Parmesan, BBQ"
14-16,2024-07-14,NA,NA,Cheesecake,NA,NA
14-14,2024-07-14,NA,MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
14-17,2024-07-14,"Grilled Chicken, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,Parmesan,BBQ
14-15,2024-07-14,"Bacon, Grilled Chicken, Ham",MIX,NA,"Parmesan, Corn, Pineapple, Breadcrumbs","Garlic Parmesan, Hot Honey"
14-21,2024-07-14,NA,Cheddar,Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Tomatoes","Pesto, Garlic Parmesan"
14-20,2024-07-14,"Grilled Chicken, Brisket",MIX,NA,"Parmesan, Breadcrumbs",NA
14-22,2024-07-14,"Bacon, Grilled Chicken","Cheddar, Alfredo",NA,"Parmesan, Mushrooms, Breadcrumbs, Tomatoes","Buffalo, Garlic Parmesan"
14-23,2024-07-14,Grilled Chicken,"Cheddar, Alfredo",Garlic Bread,"Breadcrumbs, Onions, Bell Peppers, Parmesan, Mushrooms","Pesto, Garlic Parmesan, Hot Honey"
14-24,2024-07-14,"Pulled Pork, Brisket","Cheddar, Pepper Jack",NA,"Corn, Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, Ranch, Garlic Parmesan"
14-25,2024-07-14,"Bacon, Pulled Pork","Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Onions, Jalapenos, Parmesan, Mushrooms","Garlic Parmesan, BBQ"
14-26,2024-07-14,"Grilled Chicken, Brisket","Pepper Jack, Alfredo",Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs, Mushrooms","Pesto, Garlic Parmesan"
14-27,2024-07-14,"Bacon, Pulled Pork, Ham","Cheddar, Alfredo",Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs",Pesto
14-28,2024-07-14,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan","Pesto, Garlic Parmesan"
14-29,2024-07-14,"Bacon, Grilled Chicken","Cheddar, Alfredo",NA,"Corn, Tomatoes, Onions, Jalapenos, Pineapple","Pesto, Ranch, Garlic Parmesan"
14-30,2024-07-14,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, Ranch"
14-31,2024-07-14,"Pulled Pork, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Tomatoes, Onions, Jalapenos, Bell Peppers, Mushrooms","BBQ, Hot Honey"
14-34,2024-07-14,"Bacon, Brisket","Melted Cheddar, Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Onions, Bell Peppers, Parmesan","Garlic Parmesan, BBQ"
14-33,2024-07-14,NA,NA,Cheesecake,NA,NA
14-35,2024-07-14,Grilled Chicken,"Pepper Jack Mac, MIX, Melted Pepper Jack",NA,"Jalapenos, Parmesan, Breadcrumbs","Garlic Parmesan, Hot Honey"
14-32,2024-07-14,"Bacon, Ham","Melted Cheddar, Alfredo Mac",Any Bag Of Chips,Parmesan,Garlic Parmesan
14-36,2024-07-14,Grilled Chicken,MIX,NA,"Onions, Corn, Bell Peppers, Breadcrumbs","Buffalo, Ranch"
14-39,2024-07-14,Ham,Cheddar,NA,Corn,Garlic Parmesan
14-40,2024-07-14,"Pulled Pork, Brisket",Cheddar,NA,"Parmesan, Corn, Breadcrumbs",Garlic Parmesan
14-41,2024-07-14,"Grilled Chicken, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch, BBQ"
14-47,2024-07-14,"Grilled Chicken, Brisket",Cheddar,Cheesy Garlic Bread,"Onions, Corn, Breadcrumbs, Parmesan",BBQ
