order number,date,meat,cheese,sides,toppings,sauce
3-167,2024-05-03,"Bacon, Brisket",Cheddar,NA,"Breadcrumbs, Parmesan",Hot Honey
3-166,2024-05-03,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",Hot Honey
3-168,2024-05-03,Grilled Chicken,Cheddar,Garlic Bread,NA,NA
3-170,2024-05-03,"Brisket, Pulled Pork",Pepper Jack,NA,"Bell Peppers, Breadcrumbs, Tomatoes, Mushrooms, Corn, Parmesan",Garlic Parmesan
3-171,2024-05-03,NA,Cheddar,NA,Parmesan,Garlic Parmesan
3-172,2024-05-03,Brisket,Cheddar,Cheesy Garlic Bread,"Broccoli, Parmesan",NA
3-173,2024-05-03,"Brisket, Pulled Pork",Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs, Pineapple, Tomatoes, Broccoli, Jalapenos, Mushrooms, Corn, Parmesan","Garlic Parmesan, Hot Honey"
3-174,2024-05-03,Bacon,Pepper Jack,Cheesy Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Corn, Parmesan",Hot Honey
3-175,2024-05-03,Bacon,Pepper Jack,Cheesy Garlic Bread,"Bell Peppers, Onions, Breadcrumbs, Tomatoes, Broccoli, Mushrooms, Parmesan",Hot Honey
3-180,2024-05-03,Grilled Chicken,Cheddar,NA,Parmesan,Buffalo
3-176,2024-05-03,"Grilled Chicken, Pulled Pork",Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs, Broccoli, Mushrooms, Corn, Parmesan","Pesto, Ranch, Garlic Parmesan"
3-177,2024-05-03,Grilled Chicken,Pepper Jack,Garlic Bread,NA,"Pesto, Buffalo"
3-178,2024-05-03,NA,Cheddar,NA,"Broccoli, Breadcrumbs",NA
3-179,2024-05-03,NA,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Jalapenos, Mushrooms, Parmesan","Ranch, Garlic Parmesan"
3-181,2024-05-03,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Buffalo
3-183,2024-05-03,"Brisket, Pulled Pork","Alfredo, Cheddar",Cheesy Garlic Bread,"Onions, Breadcrumbs, Broccoli, Mushrooms, Parmesan","BBQ, Pesto, Ranch"
3-186,2024-05-03,Brisket,Cheddar,NA,"Bell Peppers, Onions, Breadcrumbs, Pineapple, Tomatoes, Jalapenos, Corn, Parmesan",Pesto
3-185,2024-05-03,Bacon,Alfredo,NA,Tomatoes,Ranch
3-187,2024-05-03,NA,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
3-188,2024-05-03,Brisket,Cheddar,Cheesy Garlic Bread,"Mushrooms, Breadcrumbs, Parmesan",NA
3-189,2024-05-03,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan",Garlic Parmesan
3-190,2024-05-03,Grilled Chicken,Alfredo,NA,Broccoli,Pesto
3-191,2024-05-03,NA,Cheddar,NA,"Tomatoes, Broccoli, Breadcrumbs, Parmesan",Ranch
3-193,2024-05-03,"Bacon, Brisket","Cheddar Mac, MIXED Melted Cheese",Cheesy Garlic Bread,"Bell Peppers, Parmesan",NA
3-192,2024-05-03,Brisket,Alfredo,NA,"Breadcrumbs, Tomatoes, Broccoli, Mushrooms, Parmesan",Pesto
3-194,2024-05-03,Grilled Chicken,Cheddar,"Cheesecake, Garlic Bread","Mushrooms, Breadcrumbs","Ranch, Garlic Parmesan"
3-195,2024-05-03,Bacon,Cheddar,Cheesy Garlic Bread,"Mushrooms, Breadcrumbs",Ranch
3-196,2024-05-03,Brisket,Alfredo,Garlic Bread,Breadcrumbs,Ranch
3-198,2024-05-03,NA,Alfredo,Cheesy Garlic Bread,"Corn, Breadcrumbs, Parmesan, Pineapple","BBQ, Hot Honey, Garlic Parmesan"
3-199,2024-05-03,"Bacon, Brisket, Pulled Pork",Alfredo,"Cheesy Garlic Bread, Cheesecake",NA,BBQ
3-200,2024-05-03,"Grilled Chicken, Brisket",Alfredo,NA,"Mushrooms, Corn",Buffalo
3-201,2024-05-03,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,Parmesan,Buffalo
3-203,2024-05-03,Bacon,Cheddar,NA,"Mushrooms, Onions, Parmesan",Garlic Parmesan
3-202,2024-05-03,Brisket,Cheddar,NA,"Onions, Pineapple, Tomatoes, Mushrooms, Corn, Parmesan","Pesto, Buffalo, Ranch, Hot Honey, Garlic Parmesan"
3-204,2024-05-03,"Bacon, Brisket",Melted Cheddar,Cheesecake,NA,BBQ
3-205,2024-05-03,Bacon,Cheddar,NA,"Corn, Breadcrumbs, Parmesan",Garlic Parmesan
3-207,2024-05-03,NA,Alfredo,NA,"Bell Peppers, Breadcrumbs, Broccoli, Mushrooms, Corn, Parmesan",NA
3-206,2024-05-03,Bacon,Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Mushrooms, Corn, Parmesan","Ranch, Buffalo"
3-208,2024-05-03,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
3-209,2024-05-03,Brisket,Cheddar,Garlic Bread,"Jalapenos, Broccoli, Parmesan",Hot Honey
3-211,2024-05-03,Bacon,Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
3-210,2024-05-03,"Grilled Chicken, Bacon",Cheddar,Cheesecake,"Mushrooms, Breadcrumbs, Parmesan",NA
3-212,2024-05-03,"Brisket, Pulled Pork","Cheddar, Melted Cheddar",NA,"Jalapenos, Corn, Onions","Ranch, Garlic Parmesan"
3-216,2024-05-03,Grilled Chicken,Alfredo,NA,"Mushrooms, Broccoli, Corn, Parmesan","Pesto, Garlic Parmesan"
3-215,2024-05-03,Bacon,Pepper Jack,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan",Garlic Parmesan
3-214,2024-05-03,NA,Cheddar,NA,"Broccoli, Breadcrumbs, Onions",NA
3-217,2024-05-03,"Grilled Chicken, Brisket, Pulled Pork",Cheddar,NA,"Jalapenos, Parmesan",NA
3-213,2024-05-03,"Grilled Chicken, Bacon, Brisket","Cheddar, Pepper Jack","Cheesy Garlic Bread, Garlic Bread","Onions, Breadcrumbs, Bell Peppers, Broccoli, Jalapenos, Mushrooms, Parmesan","BBQ, Buffalo, Garlic Parmesan"
3-218,2024-05-03,Brisket,Cheddar,NA,"Jalapenos, Onions, Bell Peppers",NA
3-220,2024-05-03,NA,NA,Cheesecake,NA,NA
3-222,2024-05-03,NA,NA,Cheesecake,NA,NA
3-224,2024-05-03,NA,NA,Cheesecake,NA,NA
3-223,2024-05-03,NA,NA,Cheesecake,NA,NA
3-225,2024-05-03,"Grilled Chicken, Brisket",Alfredo,Cheesy Garlic Bread,"Mushrooms, Breadcrumbs, Parmesan","Buffalo, Garlic Parmesan"
3-227,2024-05-03,"Grilled Chicken, Bacon",Cheddar,NA,"Onions, Breadcrumbs",Hot Honey
3-226,2024-05-03,Brisket,Pepper Jack,NA,"Onions, Bell Peppers, Tomatoes, Jalapenos, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
3-228,2024-05-03,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Ranch
3-229,2024-05-03,Grilled Chicken,Cheddar,NA,NA,"BBQ, Ranch"
3-230,2024-05-03,NA,Cheddar,NA,"Tomatoes, Mushrooms, Broccoli, Onions",BBQ
3-233,2024-05-03,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan",Buffalo
3-234,2024-05-03,Brisket,Alfredo,NA,"Bell Peppers, Onions, Breadcrumbs, Tomatoes, Corn, Parmesan",Pesto
3-232,2024-05-03,Grilled Chicken,"Alfredo, Cheddar",Garlic Bread,NA,"Ranch, Buffalo"
3-231,2024-05-03,"Bacon, Brisket","Cheddar, Melted Cheddar",NA,"Onions, Breadcrumbs, Broccoli, Jalapenos, Mushrooms, Corn, Parmesan","BBQ, Ranch"
3-235,2024-05-03,NA,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
3-236,2024-05-03,Bacon,Cheddar,NA,Parmesan,BBQ
3-238,2024-05-03,Grilled Chicken,Pepper Jack,NA,"Onions, Breadcrumbs, Parmesan",BBQ
3-239,2024-05-03,NA,NA,Cheesy Garlic Bread,NA,NA
3-237,2024-05-03,"Brisket, Pulled Pork","Cheddar, Pepper Jack",NA,"Breadcrumbs, Parmesan","Buffalo, Hot Honey"
3-241,2024-05-03,NA,NA,"Cheesy Garlic Bread, Garlic Bread",NA,NA
3-240,2024-05-03,Bacon,Cheddar,Garlic Bread,"Broccoli, Breadcrumbs, Parmesan",NA
3-243,2024-05-03,Bacon,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan",NA
3-242,2024-05-03,"Bacon, Pulled Pork",Cheddar,Cheesy Garlic Bread,"Jalapenos, Breadcrumbs, Parmesan",Garlic Parmesan
3-245,2024-05-03,NA,Cheddar,NA,"Onions, Breadcrumbs, Pineapple, Broccoli, Jalapenos, Mushrooms, Parmesan","Buffalo, Garlic Parmesan"
3-244,2024-05-03,NA,Cheddar,NA,"Onions, Breadcrumbs, Broccoli, Mushrooms, Parmesan","Hot Honey, Garlic Parmesan"
3-246,2024-05-03,"Grilled Chicken, Bacon, Brisket, Pulled Pork","Alfredo, Pepper Jack",NA,"Bell Peppers, Breadcrumbs, Pineapple, Jalapenos, Corn, Parmesan","Pesto, Garlic Parmesan, Hot Honey"
3-248,2024-05-03,NA,Cheddar,NA,"Mushrooms, Broccoli, Breadcrumbs, Parmesan","Hot Honey, Garlic Parmesan"
3-247,2024-05-03,Pulled Pork,Alfredo,NA,"Tomatoes, Corn, Parmesan",BBQ
3-251,2024-05-03,Bacon,Alfredo,NA,"Onions, Parmesan",BBQ
3-250,2024-05-03,Grilled Chicken,Cheddar,NA,Broccoli,NA
3-249,2024-05-03,NA,Cheddar,NA,Parmesan,Pesto
3-253,2024-05-03,Pulled Pork,Cheddar,NA,Mushrooms,Garlic Parmesan
3-254,2024-05-03,Pulled Pork,Cheddar,NA,"Tomatoes, Breadcrumbs, Parmesan","BBQ, Ranch"
3-255,2024-05-03,NA,Cheddar,NA,Parmesan,"BBQ, Ranch"
3-256,2024-05-03,NA,Cheddar,NA,"Bell Peppers, Onions, Tomatoes, Mushrooms, Corn, Parmesan","BBQ, Ranch, Garlic Parmesan"
3-257,2024-05-03,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Breadcrumbs",NA
3-258,2024-05-03,Brisket,Cheddar,NA,Onions,BBQ
3-259,2024-05-03,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,Breadcrumbs,NA
3-264,2024-05-03,NA,"Cheddar, Texas BBQ (Pepper Jack, Brisket, Jalapenos, BBQ)",NA,NA,NA
3-260,2024-05-03,"Bacon, Brisket",Cheddar,Cheesy Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Mushrooms, Parmesan",Ranch
3-261,2024-05-03,Grilled Chicken,Cheddar,NA,"Onions, Bell Peppers, Tomatoes, Broccoli, Jalapenos, Corn",Buffalo
3-263,2024-05-03,Pulled Pork,Alfredo,Garlic Bread,"Tomatoes, Corn",Buffalo
3-266,2024-05-03,Pulled Pork,Pepper Jack,NA,Jalapenos,BBQ
3-265,2024-05-03,"Grilled Chicken, Bacon",Cheddar,NA,Breadcrumbs,Buffalo
3-262,2024-05-03,"Grilled Chicken, Brisket","Cheddar, Pepper Jack",NA,"Bell Peppers, Breadcrumbs, Broccoli, Jalapenos, Mushrooms, Parmesan","Ranch, Buffalo, Hot Honey"
3-267,2024-05-03,Brisket,Cheddar,NA,"Jalapenos, Broccoli, Breadcrumbs, Parmesan",BBQ
3-268,2024-05-03,Grilled Chicken,Alfredo,Garlic Bread,Mushrooms,NA
3-270,2024-05-03,Brisket,Cheddar,Garlic Bread,"Tomatoes, Pineapple",NA
3-269,2024-05-03,NA,Cheddar,NA,"Broccoli, Parmesan",Garlic Parmesan
3-271,2024-05-03,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
3-272,2024-05-03,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Buffalo
3-275,2024-05-03,"Brisket, Pulled Pork",Cheddar,"Cheesy Garlic Bread, Cheesecake, Garlic Bread","Broccoli, Breadcrumbs, Corn, Parmesan","BBQ, Buffalo"
3-273,2024-05-03,NA,NA,Cheesecake,NA,NA
3-276,2024-05-03,Grilled Chicken,Alfredo,Cheesy Garlic Bread,Parmesan,"Pesto, Garlic Parmesan"
3-277,2024-05-03,NA,Alfredo,NA,"Broccoli, Breadcrumbs, Parmesan","Hot Honey, Garlic Parmesan"
3-278,2024-05-03,NA,Cheddar,NA,"Mushrooms, Breadcrumbs, Parmesan",Garlic Parmesan
3-280,2024-05-03,Brisket,Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs, Mushrooms, Parmesan",Ranch
3-282,2024-05-03,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
3-281,2024-05-03,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
3-285,2024-05-03,Pulled Pork,Pepper Jack,NA,Onions,BBQ
3-287,2024-05-03,Brisket,Cheddar,NA,NA,Buffalo
3-284,2024-05-03,Grilled Chicken,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan","Buffalo, Garlic Parmesan"
3-286,2024-05-03,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Broccoli, Jalapenos, Mushrooms, Parmesan","BBQ, Hot Honey"
3-288,2024-05-03,"Grilled Chicken, Bacon",Pepper Jack,Any Bag Of Chips,"Jalapenos, Broccoli, Parmesan","Pesto, Buffalo, Garlic Parmesan"
3-290,2024-05-03,Brisket,MIX,Any Bag Of Chips,"Broccoli, Bell Peppers, Onions",Garlic Parmesan
3-292,2024-05-03,Grilled Chicken,Cheddar,NA,Breadcrumbs,Garlic Parmesan
3-291,2024-05-03,NA,Cheddar,NA,Parmesan,Garlic Parmesan
3-295,2024-05-03,NA,"Texas BBQ (Pepper Jack, Brisket, Jalapenos, BBQ)",NA,NA,NA
3-293,2024-05-03,Brisket,"Alfredo, Cheddar, Pepper Jack",Garlic Bread,"Tomatoes, Corn, Bell Peppers, Parmesan","BBQ, Ranch"
3-294,2024-05-03,"Bacon, Brisket",Cheddar,Cheesy Garlic Bread,Parmesan,BBQ
3-296,2024-05-03,"Bacon, Brisket",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
3-297,2024-05-03,Bacon,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Breadcrumbs, Parmesan",NA
3-298,2024-05-03,"Grilled Chicken, Ham",Alfredo,NA,Tomatoes,NA
3-299,2024-05-03,NA,"Cheddar, Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
3-300,2024-05-03,"Grilled Chicken, Bacon",Cheddar,NA,Mushrooms,Garlic Parmesan
3-303,2024-05-03,NA,Cheddar,NA,Parmesan,NA
3-304,2024-05-03,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Parmesan,"Ranch, Buffalo, Garlic Parmesan"
3-302,2024-05-03,Grilled Chicken,"Alfredo, Cheddar",NA,"Bell Peppers, Breadcrumbs, Pineapple, Tomatoes, Corn, Parmesan","Buffalo, Garlic Parmesan"
3-306,2024-05-03,NA,Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs, Tomatoes, Broccoli, Corn, Parmesan","Ranch, Garlic Parmesan"
3-305,2024-05-03,Grilled Chicken,Cheddar,NA,"Onions, Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
3-309,2024-05-03,Brisket,Melted Cheddar,Cheesy Garlic Bread,"Bell Peppers, Breadcrumbs, Parmesan","Ranch, Buffalo"
3-307,2024-05-03,"Grilled Chicken, Ham",Pepper Jack,NA,"Breadcrumbs, Broccoli, Mushrooms, Corn, Parmesan",Garlic Parmesan
3-312,2024-05-03,"Bacon, Brisket","Alfredo, Melted Pepper Jack","Garlic Bread, Any Bag Of Chips","Jalapenos, Onions, Breadcrumbs, Bell Peppers",BBQ
3-313,2024-05-03,Brisket,Alfredo,Cheesy Garlic Bread,Parmesan,Pesto
3-314,2024-05-03,Grilled Chicken,Pepper Jack,NA,"Tomatoes, Broccoli, Onions, Parmesan",Pesto
3-315,2024-05-03,Brisket,Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Bell Peppers, Breadcrumbs","Ranch, Garlic Parmesan"
3-321,2024-05-03,NA,Pepper Jack,"Cheesy Garlic Bread, Cheesecake, Garlic Bread","Bell Peppers, Breadcrumbs, Onions, Tomatoes, Corn","BBQ, Pesto, Garlic Parmesan"
3-316,2024-05-03,NA,"Melted Cheddar, Alfredo Mac",Cheesy Garlic Bread,NA,Buffalo
3-319,2024-05-03,NA,MIX,NA,"Broccoli, Corn",Garlic Parmesan
3-318,2024-05-03,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Pesto
3-324,2024-05-03,Bacon,Melted Cheddar,NA,NA,Hot Honey
3-326,2024-05-03,Grilled Chicken,Pepper Jack,NA,"Broccoli, Breadcrumbs, Corn",NA
3-323,2024-05-03,Pulled Pork,Pepper Jack,NA,"Onions, Bell Peppers, Breadcrumbs, Broccoli, Jalapenos, Corn, Parmesan",BBQ
3-322,2024-05-03,Brisket,Alfredo,NA,"Corn, Breadcrumbs, Parmesan, Pineapple","Pesto, Garlic Parmesan"
3-327,2024-05-03,"Grilled Chicken, Bacon",MIX,NA,"Onions, Breadcrumbs, Broccoli, Corn, Parmesan","Ranch, Buffalo"
3-328,2024-05-03,NA,Cheddar,"Cheesecake, Garlic Bread","Onions, Breadcrumbs, Jalapenos, Mushrooms, Parmesan","Hot Honey, Garlic Parmesan"
3-329,2024-05-03,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Corn, Breadcrumbs, Onions","Hot Honey, Garlic Parmesan"
3-325,2024-05-03,"Bacon, Brisket",Pepper Jack,"Cheesy Garlic Bread, Garlic Bread","Mushrooms, Onions, Bell Peppers, Parmesan","BBQ, Ranch, Garlic Parmesan"
3-330,2024-05-03,Grilled Chicken,Pepper Jack,NA,NA,Hot Honey
3-331,2024-05-03,NA,NA,"Cheesecake, Garlic Bread",NA,NA
3-333,2024-05-03,NA,Alfredo,Garlic Bread,"Onions, Breadcrumbs, Jalapenos, Mushrooms, Corn","Pesto, Ranch, Buffalo"
3-335,2024-05-03,Grilled Chicken,Alfredo,NA,"Bell Peppers, Tomatoes, Broccoli, Jalapenos, Parmesan","Hot Honey, Pesto, Garlic Parmesan"
3-341,2024-05-03,Brisket,"Melted Cheddar, Pepper Jack",NA,"Breadcrumbs, Parmesan",Garlic Parmesan
3-338,2024-05-03,NA,Cheddar,Garlic Bread,"Tomatoes, Onions, Breadcrumbs, Parmesan",Garlic Parmesan
3-340,2024-05-03,Grilled Chicken,Cheddar,NA,"Jalapenos, Broccoli, Breadcrumbs, Parmesan","Ranch, Buffalo, Garlic Parmesan"
3-339,2024-05-03,Grilled Chicken,Alfredo,NA,"Mushrooms, Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
3-337,2024-05-03,Brisket,Alfredo,Cheesecake,"Onions, Breadcrumbs, Pineapple, Broccoli, Corn, Parmesan","BBQ, Ranch, Garlic Parmesan"
3-347,2024-05-03,"Grilled Chicken, Bacon","Alfredo, Melted Cheddar, Alfredo Mac",Cheesecake,"Tomatoes, Broccoli, Breadcrumbs, Parmesan",NA
3-346,2024-05-03,Grilled Chicken,Melted Pepper Jack,Cheesy Garlic Bread,NA,Garlic Parmesan
3-343,2024-05-03,NA,Cheddar,NA,"Bell Peppers, Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Mushrooms, Corn","Hot Honey, Garlic Parmesan"
3-344,2024-05-03,NA,Pepper Jack,NA,"Bell Peppers, Pineapple, Tomatoes, Broccoli, Jalapenos, Mushrooms, Corn",Hot Honey
3-345,2024-05-03,Brisket,Pepper Jack,Cheesy Garlic Bread,"Corn, Breadcrumbs, Onions",Buffalo
3-342,2024-05-03,"Grilled Chicken, Brisket, Ham","Alfredo, Cheddar","Cheesy Garlic Bread, Garlic Bread, Any Bag Of Chips","Onions, Tomatoes, Jalapenos, Corn, Parmesan","Ranch, Buffalo"
3-349,2024-05-03,Brisket,Cheddar,Garlic Bread,"Jalapenos, Corn",BBQ
3-348,2024-05-03,Brisket,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
3-352,2024-05-03,Grilled Chicken,Alfredo,NA,Breadcrumbs,Garlic Parmesan
3-350,2024-05-03,Brisket,Cheddar,Cheesy Garlic Bread,"Corn, Breadcrumbs, Parmesan",BBQ
3-351,2024-05-03,Brisket,Cheddar,NA,Breadcrumbs,BBQ
3-356,2024-05-03,NA,Alfredo,NA,"Onions, Breadcrumbs, Jalapenos, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
3-357,2024-05-03,NA,Cheddar,Garlic Bread,"Onions, Bell Peppers, Tomatoes, Mushrooms, Parmesan","Hot Honey, Pesto, Garlic Parmesan"
3-354,2024-05-03,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
3-355,2024-05-03,Grilled Chicken,Cheddar,NA,"Corn, Breadcrumbs, Onions, Parmesan","Pesto, Ranch"
3-359,2024-05-03,NA,Cheddar,NA,"Jalapenos, Onions, Breadcrumbs, Parmesan","Pesto, Garlic Parmesan"
3-361,2024-05-03,Brisket,Cheddar,NA,"Onions, Breadcrumbs, Broccoli, Mushrooms, Corn, Parmesan",BBQ
3-360,2024-05-03,"Bacon, Brisket",Cheddar,Cheesy Garlic Bread,"Jalapenos, Breadcrumbs, Parmesan",Ranch
3-362,2024-05-03,"Bacon, Brisket",Cheddar,"Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Parmesan",Garlic Parmesan
3-365,2024-05-03,Brisket,Cheddar,NA,"Broccoli, Breadcrumbs, Corn, Parmesan","Pesto, Garlic Parmesan"
3-363,2024-05-03,NA,Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs, Pineapple, Broccoli, Jalapenos, Mushrooms, Parmesan","BBQ, Garlic Parmesan"
3-364,2024-05-03,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Parmesan","Ranch, Hot Honey"
3-366,2024-05-03,Grilled Chicken,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
3-370,2024-05-03,NA,Melted Pepper Jack,NA,"Bell Peppers, Onions, Breadcrumbs, Mushrooms, Corn, Parmesan",Garlic Parmesan
3-371,2024-05-03,Grilled Chicken,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
3-368,2024-05-03,Brisket,Cheddar,NA,"Bell Peppers, Breadcrumbs, Pineapple, Jalapenos, Mushrooms, Corn, Parmesan","Ranch, Buffalo, Hot Honey"
3-374,2024-05-03,Grilled Chicken,Cheddar,"Cheesy Garlic Bread, Cheesecake",NA,"Ranch, Buffalo"
3-369,2024-05-03,Brisket,Cheddar,NA,"Mushrooms, Corn, Breadcrumbs, Parmesan",BBQ
3-373,2024-05-03,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,Onions,"BBQ, Ranch, Buffalo"
3-372,2024-05-03,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan","Pesto, Ranch"
3-375,2024-05-03,Brisket,Cheddar,NA,"Pineapple, Breadcrumbs, Parmesan","Hot Honey, Garlic Parmesan"
3-376,2024-05-03,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,Breadcrumbs,NA
3-380,2024-05-03,Grilled Chicken,Cheddar,NA,"Onions, Bell Peppers, Tomatoes, Mushrooms, Parmesan",Garlic Parmesan
3-377,2024-05-03,NA,"Melted Cheddar, Alfredo Mac",NA,"Breadcrumbs, Parmesan",Garlic Parmesan
3-378,2024-05-03,"Bacon, Brisket",Cheddar,Garlic Bread,NA,NA
3-384,2024-05-03,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Onions, Breadcrumbs, Tomatoes, Jalapenos, Mushrooms, Corn, Parmesan","Hot Honey, Pesto, Ranch, Garlic Parmesan"
3-383,2024-05-03,Brisket,Cheddar,NA,"Bell Peppers, Breadcrumbs, Onions, Corn, Parmesan","Hot Honey, Pesto, Garlic Parmesan"
3-385,2024-05-03,Grilled Chicken,Cheddar,NA,"Jalapenos, Onions, Bell Peppers, Breadcrumbs","Pesto, Garlic Parmesan"
3-387,2024-05-03,Grilled Chicken,Cheddar,NA,"Broccoli, Corn, Parmesan",NA
3-390,2024-05-03,Pulled Pork,Cheddar,"Cheesecake, Garlic Bread",Parmesan,BBQ
3-389,2024-05-03,NA,Cheddar,Garlic Bread,Parmesan,Garlic Parmesan
3-393,2024-05-03,NA,NA,Garlic Bread,NA,NA
3-392,2024-05-03,Bacon,Cheddar,"Cheesecake, Garlic Bread",Corn,BBQ
3-394,2024-05-03,Brisket,Melted Cheddar,NA,NA,"Hot Honey, Garlic Parmesan"
3-398,2024-05-03,Brisket,Cheddar,Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Jalapenos, Parmesan","BBQ, Hot Honey, Garlic Parmesan"
3-397,2024-05-03,NA,Cheddar,NA,"Bell Peppers, Onions, Tomatoes, Jalapenos, Corn, Parmesan","Pesto, Garlic Parmesan"
3-395,2024-05-03,Bacon,Cheddar,NA,Mushrooms,Garlic Parmesan
3-399,2024-05-03,Bacon,Cheddar,NA,"Corn, Parmesan",Garlic Parmesan
3-400,2024-05-03,Pulled Pork,Cheddar,Garlic Bread,"Jalapenos, Onions, Parmesan","BBQ, Hot Honey, Garlic Parmesan"
3-403,2024-05-03,Brisket,Cheddar,Garlic Bread,"Bell Peppers, Onions, Tomatoes, Broccoli, Jalapenos",Pesto
3-404,2024-05-03,Bacon,Cheddar,Cheesy Garlic Bread,"Jalapenos, Parmesan",Garlic Parmesan
3-407,2024-05-03,"Grilled Chicken, Bacon",Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
3-408,2024-05-03,"Grilled Chicken, Pulled Pork",Pepper Jack,NA,"Onions, Bell Peppers, Breadcrumbs, Tomatoes, Corn, Parmesan","BBQ, Pesto, Ranch, Garlic Parmesan"
3-412,2024-05-03,Brisket,Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Onions",BBQ
3-411,2024-05-03,Brisket,Alfredo,NA,"Jalapenos, Onions, Bell Peppers",BBQ
3-413,2024-05-03,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan","Hot Honey, Garlic Parmesan"
3-415,2024-05-03,Brisket,Cheddar,NA,"Mushrooms, Broccoli, Onions, Parmesan",Garlic Parmesan
3-414,2024-05-03,Grilled Chicken,Pepper Jack,NA,"Bell Peppers, Breadcrumbs, Onions, Broccoli, Jalapenos","Ranch, Hot Honey"
3-416,2024-05-03,Brisket,Cheddar,Garlic Bread,"Onions, Bell Peppers, Broccoli, Mushrooms, Corn",NA
3-418,2024-05-03,NA,Pepper Jack,NA,"Jalapenos, Breadcrumbs",Garlic Parmesan
3-419,2024-05-03,Grilled Chicken,Alfredo,NA,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
3-417,2024-05-03,NA,"Pepper Jack Mac, Melted Cheddar",NA,"Broccoli, Onions",Garlic Parmesan
3-420,2024-05-03,Brisket,Cheddar,NA,"Jalapenos, Breadcrumbs, Parmesan",BBQ
3-422,2024-05-03,Brisket,Pepper Jack,NA,Parmesan,Garlic Parmesan
