order number,date,meat,cheese,sides,toppings,sauce
19-31,2024-04-19,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,Breadcrumbs,BBQ
19-32,2024-04-19,"Brisket, Bacon",Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs",Garlic Parmesan
19-33,2024-04-19,NA,Pepper Jack,NA,"Onions, Parmesan, Jalapenos, Breadcrumbs",Garlic Parmesan
19-36,2024-04-19,Brisket,"Melted Pepper Jack, Cheddar Mac",Cheesy Garlic Bread,"Broccoli, Corn",BBQ
19-34,2024-04-19,Grilled Chicken,Alfredo,NA,"Onions, Breadcrumbs, Corn, Tomatoes",Garlic Parmesan
19-37,2024-04-19,Brisket,Cheddar,Garlic Bread,"Onions, Corn",Buffalo
19-35,2024-04-19,Grilled Chicken,Cheddar,Cheesy Garlic Bread,NA,Buffalo
19-38,2024-04-19,"Brisket, Bacon, Ham",Cheddar,Garlic Bread,"Broccoli, Onions",Buffalo
19-39,2024-04-19,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Bell Peppers, Corn","Ranch, BBQ"
19-40,2024-04-19,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions",NA
19-41,2024-04-19,Bacon,Alfredo,NA,"Parmesan, Mushrooms, Breadcrumbs",Garlic Parmesan
19-45,2024-04-19,Bacon,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Pesto
19-43,2024-04-19,Grilled Chicken,Alfredo,NA,"Parmesan, Mushrooms, Corn, Tomatoes",Ranch
19-42,2024-04-19,Brisket,Cheddar,Cheesy Garlic Bread,"Broccoli, Mushrooms, Onions, Tomatoes",Pesto
19-46,2024-04-19,Grilled Chicken,Cheddar,NA,Breadcrumbs,BBQ
19-44,2024-04-19,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Onions, Mushrooms, Corn, Parmesan",Ranch
19-48,2024-04-19,"Brisket, Bacon, Pulled Pork","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Jalapenos, Breadcrumbs, Broccoli, Bell Peppers, Onions, Corn","Garlic Parmesan, BBQ"
19-49,2024-04-19,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Jalapenos, Breadcrumbs",BBQ
19-51,2024-04-19,Grilled Chicken,Pepper Jack,NA,"Broccoli, Mushrooms, Corn, Parmesan",Garlic Parmesan
19-50,2024-04-19,Brisket,Alfredo,Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions",Garlic Parmesan
19-55,2024-04-19,Pulled Pork,Pepper Jack,NA,"Onions, Parmesan, Jalapenos, Breadcrumbs","Garlic Parmesan, BBQ"
19-53,2024-04-19,Pulled Pork,"Melted Cheddar, Cheddar Mac",NA,"Broccoli, Parmesan, Onions",Garlic Parmesan
19-57,2024-04-19,Bacon,Cheddar,NA,"Parmesan, Mushrooms, Tomatoes",Hot Honey
19-56,2024-04-19,Grilled Chicken,Cheddar,NA,"Parmesan, Mushrooms, Corn",Hot Honey
19-58,2024-04-19,Bacon,Alfredo,NA,"Broccoli, Parmesan, Corn, Breadcrumbs",NA
19-60,2024-04-19,Grilled Chicken,Alfredo,NA,"Mushrooms, Parmesan, Broccoli, Bell Peppers, Onions, Tomatoes","Pesto, Garlic Parmesan"
19-59,2024-04-19,Bacon,Pepper Jack,NA,"Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers, Corn","Buffalo, Garlic Parmesan"
19-61,2024-04-19,Brisket,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Mushrooms, Parmesan",BBQ
19-62,2024-04-19,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
19-63,2024-04-19,NA,Pepper Jack,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Pineapple, Corn","Pesto, Ranch"
19-64,2024-04-19,"Grilled Chicken, Ham",Cheddar,NA,Onions,Garlic Parmesan
19-65,2024-04-19,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
19-67,2024-04-19,NA,"Melted Pepper Jack, Cheddar Mac",NA,NA,Garlic Parmesan
19-66,2024-04-19,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
19-69,2024-04-19,Brisket,"Cheddar, Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,Parmesan,NA
19-71,2024-04-19,Bacon,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
19-72,2024-04-19,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",Buffalo
19-73,2024-04-19,Grilled Chicken,Alfredo,NA,"Broccoli, Parmesan, Breadcrumbs",NA
19-75,2024-04-19,NA,Alfredo,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Tomatoes",Pesto
19-74,2024-04-19,NA,Alfredo,NA,Parmesan,"Pesto, Hot Honey"
19-76,2024-04-19,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Corn",Buffalo
19-78,2024-04-19,"Brisket, Bacon",Cheddar,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Bell Peppers, Onions, Tomatoes","Garlic Parmesan, BBQ"
19-79,2024-04-19,Grilled Chicken,"Pepper Jack, Melted Cheddar",Side Mac,"Broccoli, Breadcrumbs, Parmesan, Tomatoes","Pesto, Garlic Parmesan"
19-77,2024-04-19,Brisket,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Pineapple, Corn, Tomatoes","Ranch, Garlic Parmesan, BBQ"
19-80,2024-04-19,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs",Buffalo
19-81,2024-04-19,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
19-82,2024-04-19,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Corn, Breadcrumbs","Garlic Parmesan, Hot Honey"
19-83,2024-04-19,"Brisket, Grilled Chicken",Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs, Broccoli, Onions, Bell Peppers",Garlic Parmesan
19-84,2024-04-19,Brisket,Cheddar,NA,"Mushrooms, Parmesan, Jalapenos, Broccoli, Corn","Garlic Parmesan, BBQ"
19-87,2024-04-19,Pulled Pork,Cheddar,Cheesy Garlic Bread,NA,NA
19-86,2024-04-19,Pulled Pork,Cheddar,Cheesy Garlic Bread,NA,NA
19-88,2024-04-19,"Bacon, Pulled Pork",Cheddar,Cheesy Garlic Bread,"Broccoli, Corn, Jalapenos","Buffalo, BBQ"
19-89,2024-04-19,Grilled Chicken,"Melted Cheddar, Alfredo",NA,"Mushrooms, Parmesan, Breadcrumbs, Onions, Broccoli",Pesto
19-91,2024-04-19,NA,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs, Mushrooms, Tomatoes",NA
19-92,2024-04-19,Grilled Chicken,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Bell Peppers, Tomatoes",NA
19-90,2024-04-19,Brisket,"Cheddar, Pepper Jack","Garlic Bread, Cheesy Garlic Bread, Side Mac","Onions, Bell Peppers, Parmesan, Breadcrumbs",BBQ
19-93,2024-04-19,NA,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Jalapenos, Broccoli, Corn, Tomatoes","Pesto, Garlic Parmesan"
19-94,2024-04-19,NA,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Bell Peppers, Onions, Corn",Garlic Parmesan
19-96,2024-04-19,"Bacon, Grilled Chicken",Cheddar,NA,"Jalapenos, Breadcrumbs",NA
19-97,2024-04-19,NA,Pepper Jack,Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Tomatoes","Pesto, Garlic Parmesan"
19-98,2024-04-19,"Bacon, Grilled Chicken",Cheddar,NA,Breadcrumbs,NA
19-100,2024-04-19,Bacon,Alfredo,NA,"Parmesan, Jalapenos, Breadcrumbs, Onions, Corn, Tomatoes",Garlic Parmesan
19-101,2024-04-19,NA,Alfredo,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs",Pesto
19-103,2024-04-19,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs",NA
19-102,2024-04-19,"Brisket, Grilled Chicken","Pepper Jack, Alfredo",Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Corn, Tomatoes","Pesto, Garlic Parmesan"
19-104,2024-04-19,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
19-106,2024-04-19,Brisket,Cheddar,NA,"Parmesan, Jalapenos",NA
19-107,2024-04-19,NA,Cheddar,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Onions, Bell Peppers, Pineapple, Corn, Tomatoes","Pesto, Hot Honey"
19-105,2024-04-19,"Bacon, Grilled Chicken",Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan, Onions",BBQ
19-110,2024-04-19,"Brisket, Bacon",Alfredo,NA,"Parmesan, Mushrooms, Tomatoes",BBQ
19-108,2024-04-19,"Bacon, Brisket","Cheddar, Pepper Jack",NA,"Parmesan, Breadcrumbs",Garlic Parmesan
19-111,2024-04-19,Ham,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Broccoli, Corn, Tomatoes",Pesto
19-112,2024-04-19,"Bacon, Ham",Melted Pepper Jack,NA,"Onions, Pineapple, Jalapenos","Garlic Parmesan, Hot Honey"
19-113,2024-04-19,Brisket,Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs, Bell Peppers, Corn","Ranch, Garlic Parmesan"
19-114,2024-04-19,NA,Cheddar,NA,"Broccoli, Bell Peppers, Parmesan, Breadcrumbs","Pesto, Garlic Parmesan"
19-115,2024-04-19,NA,Cheddar,NA,"Broccoli, Parmesan, Breadcrumbs","Pesto, Hot Honey"
19-116,2024-04-19,Pulled Pork,Cheddar,NA,"Bell Peppers, Breadcrumbs","Buffalo, Ranch"
19-117,2024-04-19,Brisket,Cheddar,NA,"Broccoli, Parmesan, Corn, Tomatoes","Buffalo, Ranch"
19-118,2024-04-19,"Bacon, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Jalapenos, Breadcrumbs, Onions, Corn",Garlic Parmesan
19-120,2024-04-19,"Bacon, Grilled Chicken",Pepper Jack,NA,"Mushrooms, Jalapenos",Buffalo
19-122,2024-04-19,Bacon,Cheddar,NA,"Parmesan, Mushrooms, Breadcrumbs",Garlic Parmesan
19-123,2024-04-19,NA,Cheddar,NA,"Broccoli, Corn",BBQ
19-124,2024-04-19,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",BBQ
19-125,2024-04-19,NA,NA,Garlic Bread,NA,NA
19-129,2024-04-19,Pulled Pork,Cheddar,NA,"Onions, Bell Peppers, Parmesan, Jalapenos",BBQ
19-126,2024-04-19,NA,NA,Cheesecake,NA,NA
19-127,2024-04-19,NA,Cheddar,Garlic Bread,Broccoli,NA
19-128,2024-04-19,NA,Alfredo,NA,"Breadcrumbs, Parmesan, Corn, Tomatoes",Buffalo
19-130,2024-04-19,Brisket,Pepper Jack,Garlic Bread,"Parmesan, Breadcrumbs",BBQ
19-131,2024-04-19,"Bacon, Ham",Alfredo,Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions, Bell Peppers, Corn, Tomatoes",Garlic Parmesan
19-132,2024-04-19,Brisket,"Pepper Jack, Alfredo",NA,"Mushrooms, Jalapenos, Broccoli, Bell Peppers, Corn, Tomatoes","Buffalo, BBQ"
19-135,2024-04-19,Grilled Chicken,Cheddar,NA,"Onions, Breadcrumbs",Buffalo
19-136,2024-04-19,NA,Cheddar,NA,"Broccoli, Parmesan, Corn, Onions",Garlic Parmesan
19-137,2024-04-19,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan, Tomatoes",Pesto
19-138,2024-04-19,Brisket,Pepper Jack,NA,"Broccoli, Bell Peppers, Corn, Breadcrumbs","Pesto, BBQ"
19-139,2024-04-19,"Brisket, Grilled Chicken","Cheddar, Pepper Jack",Cheesecake,"Broccoli, Bell Peppers, Mushrooms, Onions",Pesto
19-140,2024-04-19,"Bacon, Brisket, Pulled Pork","Cheddar, Pepper Jack",Cheesecake,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers","Hot Honey, Buffalo, BBQ"
19-142,2024-04-19,Grilled Chicken,Alfredo,Garlic Bread,"Onions, Mushrooms, Parmesan",Pesto
19-143,2024-04-19,Pulled Pork,Cheddar,Cheesecake,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Corn, Tomatoes","Pesto, Hot Honey, Garlic Parmesan, Buffalo, BBQ"
19-144,2024-04-19,"Bacon, Grilled Chicken",Cheddar,Cheesecake,"Broccoli, Mushrooms","Pesto, Garlic Parmesan"
19-145,2024-04-19,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
19-146,2024-04-19,NA,Pepper Jack,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers, Corn","Pesto, Garlic Parmesan"
19-149,2024-04-19,"Bacon, Grilled Chicken","Pepper Jack, Cheddar",NA,Parmesan,Buffalo
19-151,2024-04-19,NA,Pepper Jack,NA,"Mushrooms, Breadcrumbs",Garlic Parmesan
19-150,2024-04-19,Brisket,Pepper Jack,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Corn","Ranch, Buffalo, Garlic Parmesan, Hot Honey"
19-147,2024-04-19,"Grilled Chicken, Ham","Cheddar, Melted Cheddar",Any Bag Of Chips,"Broccoli, Mushrooms, Breadcrumbs, Tomatoes",Garlic Parmesan
19-152,2024-04-19,Grilled Chicken,Alfredo,NA,"Parmesan, Jalapenos, Broccoli, Pineapple, Corn","Pesto, Buffalo"
19-154,2024-04-19,Brisket,Cheddar,NA,Mushrooms,BBQ
19-155,2024-04-19,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs",Hot Honey
19-153,2024-04-19,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs",Garlic Parmesan
19-156,2024-04-19,NA,NA,Side Mac,NA,NA
19-158,2024-04-19,Grilled Chicken,Pepper Jack,"Cheesecake, Cheesy Garlic Bread","Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Bell Peppers, Onions, Pineapple, Corn",Pesto
19-157,2024-04-19,Grilled Chicken,Pepper Jack,Cheesecake,"Mushrooms, Breadcrumbs, Broccoli, Bell Peppers, Corn","Garlic Parmesan, Hot Honey"
19-159,2024-04-19,Brisket,"Cheddar, Pepper Jack",Cheesy Garlic Bread,"Mushrooms, Onions, Bell Peppers, Broccoli, Corn","Garlic Parmesan, Hot Honey"
19-161,2024-04-19,Grilled Chicken,Cheddar,NA,"Broccoli, Breadcrumbs",BBQ
19-164,2024-04-19,"Bacon, Grilled Chicken, Pulled Pork","Cheddar, Alfredo",NA,"Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers, Corn, Tomatoes","Pesto, Ranch"
19-165,2024-04-19,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Jalapenos, Broccoli, Onions, Bell Peppers, Pineapple, Corn, Tomatoes","Pesto, Garlic Parmesan"
19-166,2024-04-19,Brisket,Cheddar,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Bell Peppers",Garlic Parmesan
19-167,2024-04-19,Grilled Chicken,Alfredo,Garlic Bread,"Broccoli, Breadcrumbs, Onions",Ranch
19-168,2024-04-19,Bacon,Melted Parmesan,Cheesecake,"Onions, Mushrooms, Jalapenos, Breadcrumbs","Hot Honey, BBQ"
20-5,2024-04-20,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Breadcrumbs, Broccoli, Bell Peppers, Onions, Tomatoes",Buffalo
20-4,2024-04-20,"Bacon, Grilled Chicken",Alfredo,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan, Tomatoes","Pesto, Ranch, Hot Honey"
20-7,2024-04-20,Bacon,Cheddar,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions","Pesto, Ranch"
20-2,2024-04-20,"Bacon, Grilled Chicken","Cheddar, Alfredo",Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions, Bell Peppers, Pineapple","Ranch, Pesto, Garlic Parmesan, Hot Honey"
20-8,2024-04-20,Grilled Chicken,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Pineapple, Corn",Hot Honey
20-3,2024-04-20,"Brisket, Grilled Chicken, Pulled Pork","Pepper Jack, Cheddar",Cheesy Garlic Bread,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli","Buffalo, Ranch, BBQ"
20-9,2024-04-20,Brisket,Cheddar,NA,"Parmesan, Mushrooms, Breadcrumbs","Ranch, Hot Honey"
20-10,2024-04-20,Grilled Chicken,Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs, Broccoli, Tomatoes","Pesto, Hot Honey"
20-11,2024-04-20,Brisket,Pepper Jack,Cheesy Garlic Bread,"Onions, Parmesan, Jalapenos, Breadcrumbs","Hot Honey, Ranch, Garlic Parmesan, BBQ"
20-6,2024-04-20,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Jalapenos",BBQ
20-12,2024-04-20,Pulled Pork,Cheddar,NA,"Mushrooms, Breadcrumbs",Hot Honey
20-14,2024-04-20,"Brisket, Bacon",Pepper Jack,Garlic Bread,"Parmesan, Breadcrumbs",BBQ
20-13,2024-04-20,Brisket,Cheddar,Side Mac,Breadcrumbs,NA
20-15,2024-04-20,"Brisket, Bacon",Cheddar,NA,Breadcrumbs,NA
20-16,2024-04-20,"Grilled Chicken, Pulled Pork",Cheddar,Cheesy Garlic Bread,"Bell Peppers, Mushrooms, Breadcrumbs","Buffalo, BBQ"
20-17,2024-04-20,Grilled Chicken,Cheddar,Garlic Bread,NA,BBQ
20-20,2024-04-20,Grilled Chicken,Melted Parmesan,NA,NA,Pesto
20-18,2024-04-20,Grilled Chicken,Cheddar,NA,NA,"Buffalo, Ranch"
20-22,2024-04-20,"Bacon, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Hot Honey
20-21,2024-04-20,"Brisket, Bacon","Pepper Jack, Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Parmesan, Jalapenos, Onions, Bell Peppers, Pineapple, Corn","Ranch, Hot Honey"
20-23,2024-04-20,"Brisket, Bacon",Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",BBQ
20-26,2024-04-20,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs",Ranch
20-25,2024-04-20,Brisket,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
20-28,2024-04-20,"Bacon, Grilled Chicken",Cheddar,NA,"Parmesan, Breadcrumbs",Ranch
20-29,2024-04-20,"Bacon, Pulled Pork",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
20-27,2024-04-20,"Brisket, Bacon",Pepper Jack,NA,Parmesan,BBQ
20-30,2024-04-20,NA,NA,Cheesy Garlic Bread,NA,NA
20-31,2024-04-20,Brisket,Pepper Jack,NA,"Onions, Parmesan, Jalapenos",BBQ
20-32,2024-04-20,Brisket,Pepper Jack,Cheesy Garlic Bread,"Onions, Parmesan, Jalapenos, Breadcrumbs",Ranch
20-36,2024-04-20,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
20-34,2024-04-20,"Brisket, Grilled Chicken, Bacon",Cheddar,NA,Parmesan,"Ranch, Garlic Parmesan"
20-33,2024-04-20,"Brisket, Bacon",Cheddar,NA,Parmesan,"Ranch, Garlic Parmesan"
20-35,2024-04-20,Bacon,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
20-37,2024-04-20,Brisket,Pepper Jack,Cheesecake,Jalapenos,BBQ
20-38,2024-04-20,Bacon,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Garlic Parmesan
20-40,2024-04-20,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs, Broccoli, Bell Peppers",Garlic Parmesan
20-39,2024-04-20,"Brisket, Bacon",Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
20-41,2024-04-20,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Jalapenos, Breadcrumbs",BBQ
20-43,2024-04-20,NA,Alfredo,NA,"Breadcrumbs, Parmesan, Corn, Jalapenos","Pesto, Garlic Parmesan"
20-44,2024-04-20,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
20-45,2024-04-20,Brisket,Alfredo,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers, Pineapple, Tomatoes",Garlic Parmesan
20-46,2024-04-20,Bacon,Cheddar,Cheesecake,"Onions, Breadcrumbs, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
20-48,2024-04-20,Brisket,Cheddar,Any Bag Of Chips,NA,BBQ
20-47,2024-04-20,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Tomatoes","Pesto, Buffalo, Garlic Parmesan"
20-49,2024-04-20,NA,Pepper Jack,NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Corn","Pesto, Buffalo, Garlic Parmesan"
20-50,2024-04-20,NA,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Onions, Bell Peppers, Corn, Tomatoes","Pesto, Garlic Parmesan"
20-51,2024-04-20,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Onions, Bell Peppers, Tomatoes","Hot Honey, BBQ"
20-52,2024-04-20,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs",NA
20-54,2024-04-20,"Brisket, Bacon",Alfredo,NA,"Parmesan, Breadcrumbs, Bell Peppers, Pineapple, Corn, Tomatoes",BBQ
20-58,2024-04-20,NA,NA,Any Bag Of Chips,NA,NA
20-57,2024-04-20,Bacon,Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs",Garlic Parmesan
20-59,2024-04-20,Grilled Chicken,Alfredo,NA,"Broccoli, Parmesan, Jalapenos, Breadcrumbs",Garlic Parmesan
20-55,2024-04-20,Pulled Pork,Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs, Broccoli, Onions, Bell Peppers, Pineapple, Corn, Tomatoes","Pesto, Garlic Parmesan"
20-63,2024-04-20,Brisket,Cheddar,NA,Corn,BBQ
20-64,2024-04-20,NA,NA,Side Mac,NA,NA
20-61,2024-04-20,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs","Ranch, Buffalo, Garlic Parmesan"
20-62,2024-04-20,Grilled Chicken,Alfredo,NA,Breadcrumbs,Buffalo
20-65,2024-04-20,"Brisket, Bacon",Cheddar,NA,"Parmesan, Jalapenos",Garlic Parmesan
20-67,2024-04-20,Bacon,"Cheddar, Alfredo",NA,"Broccoli, Jalapenos",Garlic Parmesan
20-71,2024-04-20,Bacon,Cheddar,Cheesy Garlic Bread,NA,Ranch
20-72,2024-04-20,Grilled Chicken,Cheddar,NA,NA,Ranch
20-68,2024-04-20,Bacon,Melted Cheddar,NA,Parmesan,BBQ
20-70,2024-04-20,NA,Cheddar,Cheesy Garlic Bread,NA,Garlic Parmesan
20-73,2024-04-20,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Ranch
20-76,2024-04-20,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Parmesan, Onions",Garlic Parmesan
20-75,2024-04-20,"Bacon, Pulled Pork",Pepper Jack,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
20-77,2024-04-20,"Bacon, Brisket","Cheddar, Pepper Jack",Garlic Bread,"Broccoli, Parmesan, Jalapenos, Onions","Ranch, BBQ"
20-79,2024-04-20,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Buffalo
20-81,2024-04-20,NA,Cheddar,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch"
20-82,2024-04-20,Bacon,Cheddar,NA,"Onions, Breadcrumbs",Garlic Parmesan
20-83,2024-04-20,Bacon,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
20-88,2024-04-20,NA,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Mushrooms, Breadcrumbs",Garlic Parmesan
20-86,2024-04-20,Brisket,Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs",BBQ
20-87,2024-04-20,Bacon,"Cheddar, Alfredo",NA,"Parmesan, Breadcrumbs",Garlic Parmesan
20-85,2024-04-20,"Bacon, Grilled Chicken, Brisket","Cheddar, Pepper Jack",Cheesecake,"Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions","Garlic Parmesan, BBQ"
20-89,2024-04-20,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Broccoli, Bell Peppers, Parmesan, Breadcrumbs",Garlic Parmesan
20-90,2024-04-20,"Brisket, Bacon",Pepper Jack,"Cheesecake, Cheesy Garlic Bread, Side Mac","Parmesan, Corn, Jalapenos","Buffalo, Garlic Parmesan"
20-91,2024-04-20,Brisket,Pepper Jack,NA,"Bell Peppers, Parmesan, Jalapenos, Breadcrumbs",NA
20-93,2024-04-20,"Brisket, Bacon","Cheddar, Pepper Jack",NA,"Parmesan, Breadcrumbs, Onions, Bell Peppers, Broccoli, Corn, Tomatoes","Garlic Parmesan, Hot Honey"
20-94,2024-04-20,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Broccoli, Mushrooms, Jalapenos, Onions",Garlic Parmesan
20-96,2024-04-20,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Broccoli, Parmesan, Breadcrumbs",Garlic Parmesan
20-97,2024-04-20,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs",BBQ
20-95,2024-04-20,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs",NA
20-98,2024-04-20,"Brisket, Grilled Chicken, Bacon","Cheddar, Pepper Jack",NA,"Parmesan, Jalapenos, Breadcrumbs, Broccoli, Onions, Corn",BBQ
20-100,2024-04-20,Brisket,Pepper Jack,NA,Onions,BBQ
20-99,2024-04-20,"Bacon, Grilled Chicken",Pepper Jack,NA,"Onions, Bell Peppers, Parmesan, Breadcrumbs","Pesto, Garlic Parmesan"
20-101,2024-04-20,"Brisket, Bacon",Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs, Onions, Bell Peppers, Pineapple, Corn, Tomatoes","BBQ, Garlic Parmesan, Hot Honey"
20-102,2024-04-20,Ham,Cheddar,NA,Breadcrumbs,Ranch
20-105,2024-04-20,NA,Alfredo,NA,"Parmesan, Breadcrumbs, Broccoli, Corn, Tomatoes",Garlic Parmesan
20-104,2024-04-20,NA,Cheddar,NA,"Parmesan, Mushrooms",Garlic Parmesan
20-103,2024-04-20,NA,Cheddar,NA,"Broccoli, Parmesan, Breadcrumbs",Pesto
